Swedish_Lemma,English_Lemma,Chinese_Lemma,POS,CEFR
omtyckt,loved,受喜爱的,ADJ,A2
avundsvärd,enviable,令人羡慕的,ADJ,B2
artilleri,artillery,炮兵,NOUN,B2
slakt,slaughter,屠杀,NOUN,B2
hedonism,hedonism,享乐主义,NOUN,Advanced
önskvärd,desirable,合意的,ADJ,B2
mål,objective,目标,NOUN,B1
prestigefylld,prestigious,有威望的,ADJ,B2
bana,trajectory,弹道,NOUN,B2
teatralisk,theatrical,夸张戏剧性的,ADJ,B2
trampa,tread,踩踏,VERB,B1
tveksam,doubtful,可疑的,ADJ,B1
berömd,renowned,著名的,ADJ,B1
skatteverk,tax authorities,税务机关,NOUN,B1
defekt,defective,有缺陷的,ADJ,B2
redogörelse,exposition,博览会,NOUN,B2
kognitiv,cognitive,认知的,ADJ,B2
nudel,noodle,面条,NOUN,A2
oroad,concerned,关切的,ADJ,B1
konservatorium,conservatory,音乐学院,NOUN,B2
spinneri,spinning mill,纺纱厂,NOUN,B2
uppfattning,conception,概念,NOUN,B2
kantin,canteen,食堂,NOUN,B1
rumslig,spatial,空间的,ADJ,B2
advokatbyrå,law firm,律师事务所,NOUN,B1
katapult,catapult,弹弓,NOUN,B2
imponerande,imposing,令人肃然起敬的,ADJ,B2
kamouflera,camouflage,伪装,VERB,B2
tematisk,thematic,主题的,ADJ,B2
samhällstrend,social trend,社会趋势,NOUN,B2
beklaglig,deplorable,令人惋惜的,ADJ,Advanced
vidskeplig,superstitious,迷信的,ADJ,B2
ambivalent,ambivalent,矛盾的,ADJ,B2
tillgänglig,accessible,可接近的,ADJ,B1
förbehållsam,reticent,沉默寡言的,ADJ,Advanced
slapp,lax,松懈的,ADJ,B2
kongruent,congruent,一致的全等的,ADJ,B2
extremist,extremist,极端分子,NOUN,B2
högfärdig,haughty,傲慢的,ADJ,Advanced
symmetrisk,symmetrical,对称的,ADJ,B1
upprorisk,rebellious,反叛的,ADJ,B2
mångfaldig,diverse,多样化的,ADJ,B2
oupphörlig,continual,连续不断的,ADJ,B2
ansluten,connected,相连的,ADJ,B1
överenskommen,agreed,商定的,ADJ,B2
fragmentarisk,fragmentary,支离破碎的,ADJ,Advanced
förbryllad,perplexed,困惑的,ADJ,B2
förintelse,holocaust,大屠杀,NOUN,B2
bedräglig,deceptive,欺骗性的,ADJ,B2
oense,disagreeing,持不同意见的,ADJ,B2
campingplats,campsite,露营地,NOUN,A2
uppfinnare,inventor,发明家,NOUN,B1
förödande,devastating,毁灭性的,ADJ,B2
administratör,administrator,管理员,NOUN,B1
programföretag,broadcaster,广播公司,NOUN,B2
gästvänlig,welcoming,好客的,ADJ,B1
avfälling,apostate,叛教者,NOUN,Advanced
darrande,trembling,发抖的,ADJ,B1
blommig,flowery,华丽的,ADJ,B1
blomstrande,flourishing,繁荣的,ADJ,B2
extrakt,extract,提取物,NOUN,B2
fullmäktigeledamot,councilor,议员,NOUN,B2
försjunken,absorbed,专心致志的,ADJ,B2
målinriktad,targeted,有针对性的,ADJ,B2
sjukstuga,infirmary,医务室,NOUN,B1
endemisk,endemic,地方性的,ADJ,Advanced
infanteri,infantry,步兵,NOUN,B2
skogig,wooded,树木繁茂的,ADJ,B1
hysteriskt rolig,hilarious,非常滑稽的,ADJ,B2
människojakt,manhunt,搜捕,NOUN,B2
dissident,dissident,异见人士,NOUN,B2
insolvent,insolvent,无力偿债的,ADJ,Advanced
exeget,exegete,圣经注释者,NOUN,Advanced
lärorik,instructive,有启发性的,ADJ,B2
analogi,analogy,类比,NOUN,B2
komplement,complement,补充物,NOUN,B2
ateist,atheist,无神论者,NOUN,B2
dödlig,lethal,致命的,ADJ,B2
utökad,extended,延长的,ADJ,B1
framöver,from now on,从今往后,ADV,B1
medborgare,fellow citizen,同胞,NOUN,B1
generator,generator,发电机,NOUN,B1
metrisk,metric,公制的,ADJ,B2
skärm,monitor,显示器,NOUN,B1
propeller,propeller,螺旋桨,NOUN,B1
skalpell,scalpel,手术刀,NOUN,B2
medeltida,medieval,中世纪的,ADJ,B1
förmodligen,presumably,大概,ADV,B1
begåvning,endowment,捐赠才能,NOUN,B2
därav,from it,由此,ADV,B2
mekanisk,mechanical,机械的,ADJ,B1
ställföreträdare,deputy,副手,NOUN,B2
snickeri,carpentry,木工手艺,NOUN,B1
häftighet,irascibility,易怒,NOUN,Advanced
proportion,proportion,比例,NOUN,B2
relativism,relativism,相对主义,NOUN,Advanced
monument,monument,纪念碑,NOUN,B1
regim,regime,政权,NOUN,B2
toffel,slipper,拖鞋,NOUN,A2
mynta,mint,薄荷,NOUN,A2
tunnel,tunnel,隧道,NOUN,A2
vidareföra,carry forward,发扬推进,VERB,B2
regression,regression,倒退,NOUN,Advanced
genre,genre,体裁,NOUN,B1
november,november,十一月,NOUN,A1
noumenon,noumenon,本体,NOUN,Advanced
huggtand,fang,尖牙,NOUN,B2
bål,bonfire,营火,NOUN,B1
engelskspråkig,english-speaking,讲英语的,ADJ,B1
takfönster,skylight,天窗,NOUN,B1
ofullkomlig,imperfect,不完美的,ADJ,B2
larma,alert,警告,VERB,B1
profet,prophet,先知,NOUN,B1
resultera,result,导致,VERB,B2
korollarium,corollary,推论,NOUN,Advanced
grovhugga,rough-hew,粗雕,VERB,Advanced
opartiskhet,impartiality,公正,NOUN,B2
avrustning,disarmament,裁军,NOUN,B2
tillskriva,impute,归咎于,VERB,Advanced
avkomma,offspring,后代,NOUN,B2
posta,post,邮寄,VERB,A2
hänryckning,rapture,狂喜,NOUN,Advanced
isotop,isotope,同位素,NOUN,B2
översikt,overview,概述,NOUN,B1
utvandra,expatriate,移居国外,VERB,B2
dig själv,yourself,你自己,PRON,A2
gravera,engrave,雕刻,VERB,B2
ingjuta,infuse,灌输,VERB,Advanced
epigraf,epigraph,题词,NOUN,Advanced
plundring,looting,掠夺,NOUN,B2
paroxysm,paroxysm,突发,NOUN,Advanced
version,version,版本,NOUN,B1
självförnekelse,self-denial,自我克制,NOUN,Advanced
feminist,feminist,女权主义者,NOUN,B1
gille,guild,行会,NOUN,B2
ha,ha,哈,INTJ,A1
migrera,migrate,迁徙,VERB,B2
bräcklig,fragile,脆弱的,ADJ,B2
hobby,hobby,爱好,NOUN,A1
hurra,hurrah,万岁,INTJ,A1
mani,mania,狂热,NOUN,B2
föraning,premonition,预感,NOUN,B2
lugn,tranquil,宁静的,ADJ,A2
övergiva,desert,遗弃,VERB,B2
bräcklighet,fragility,脆弱,NOUN,B2
banalisera,trivialize,使庸俗化,VERB,Advanced
skit,crap,废话垃圾,NOUN,B1
honom,him her,他,PRON,A1
kolväte,hydrocarbon,碳氢化合物,NOUN,B2
hydraulisk,hydraulic,水力的,ADJ,B2
oas,oasis,绿洲,NOUN,B1
känsla,sentiment,情感,NOUN,B2
anmärkningsvärd,notable,值得注意的,ADJ,B2
ensam,alone,单独地,ADV,A2
älskvärd,amiable,和蔼可亲的,ADJ,B2
ministeriell,ministerial,部长的,ADJ,Advanced
medium,medium,媒介,NOUN,B1
överhängande,imminent,即将发生的,ADJ,B2
patriotism,patriotism,爱国主义,NOUN,B2
oförskämd,insolent,蛮横无礼的,ADJ,B2
gränssnitt,interface,界面,NOUN,B1
samtycka,consent,同意,VERB,B2
belägen,located,位于的,ADJ,B1
hoppa,caper,雀跃,VERB,Advanced
åtala,indict,起诉,VERB,B2
brutalitet,brutality,野蛮暴行,NOUN,B2
monstruös,monstrous,畸形的怪异的,ADJ,B2
bakom,behind it,在后面,ADV,A2
få tillgång till,access,访问,VERB,B1
koppla in,plug in,插上,VERB,B1
beskrivande,descriptive,描述性的,ADJ,B1
positionera,position,安置,VERB,B2
dödlighet,fatality,死亡事故,NOUN,B2
skamlöshet,shamelessness,厚颜无耻,NOUN,Advanced
resa ragg,bristle,发怒竖起,VERB,B2
varken,nor,既不也不,CCONJ,B1
festmåltid,feast,盛宴,NOUN,B1
blixtra,flash,闪烁,VERB,B1
fiktiv,fictitious,虚构的,ADJ,B2
krage,collar,衣领,NOUN,A2
larv,larva,幼虫,NOUN,B1
matarväg,service road,辅道,NOUN,B2
antioxidant,antioxidant,抗氧化剂,NOUN,B2
huvudbok,ledger,分类账,NOUN,B2
skaka hand,shake hands,握手,VERB,A2
blind person,blind,盲人,NOUN,B1
kommandorum,command room,指挥室,NOUN,B2
springande,coming and going,往来,NOUN,B2
löpning,run,跑步,NOUN,A2
resumé,resume,简历,NOUN,B1
barrskog,coniferous forest,针叶林,NOUN,B1
underjord,underground,地下,NOUN,B1
samlag,intercourse,性交交流,NOUN,B2
vad,bet,赌注,NOUN,B1
tvåvägsväg,two-way street,双向道,NOUN,B2
lägga tak på,roof,盖屋顶,VERB,B2
tysk,german,德国的,ADJ,A1
under,underneath,在下方,ADV,A2
avslappnad,at ease,自在的,ADJ,B1
svara,reply,回复,VERB,A1
flera,several,几个,DET,A1
rusa omkring,rush about,四处奔走,VERB,B1
frekvent,frequent,频繁的,ADJ,B2
jogga,run to jog,慢跑,VERB,A2
icke överensstämmande,noncompliant,不合规的,ADJ,B2
springa fort,run quickly,快跑,VERB,A2
rostskyddad,rust-proof,防锈的,ADJ,B2
så mycket,so much,这么多,DET,A2
stöta på,run into,偶遇,VERB,B1
sorgsen,sad sorrowful,悲伤的,ADJ,A2
kejsarinna,empress mother,太后,NOUN,B2
exteriör,exterior,外观,NOUN,B2
utomstående,outsider,外人,NOUN,B2
detta,this,这个,PRON,A1
omnämnande,mention,提及,NOUN,B2
ni,you,你们您,NOUN,A1
skada,lesion,病变,NOUN,B2
tusental,thousands,成千上万,NOUN,B1
leda,conduct,引导实施,VERB,B1
fusion,merge,合并,NOUN,B2
acklimatisering,acclimatization,适应环境,NOUN,Advanced
album,album,相册专辑,NOUN,A2
säkerhetsrelaterad,security-related,与安全相关的,ADJ,B2
att,that,那,SCONJ,A1
för det första,firstly,首先,ADV,B1
oligarki,oligarchy,寡头政治,NOUN,Advanced
navigera,navigate,导航,VERB,B1
accentuera,accentuate,强调,VERB,B2
mätta,cloy,使生腻,VERB,Advanced
ogiltigförklara,invalidate,使无效,VERB,B2
desarmera,defuse,拆除引信,VERB,B2
fullborda,consummate,圆满完成,VERB,B2
agitera,agitate,煽动,VERB,B2
eterisk,ethereal,空灵的,ADJ,Advanced
underbygga,substantiate,证实,VERB,Advanced
göra tyngre,make heavier,加重,VERB,B2
prisa,extol,赞颂,VERB,B2
snår,thicket,灌木丛,NOUN,B2
besvära,embarrass,使尴尬,VERB,B1
klumpig,ungainly,笨拙的,ADJ,B2
avfolka,depopulate,使人口减少,VERB,Advanced
konjunktion,conjunction,连词,NOUN,B1
föreviga,perpetuate,使永存,VERB,B2
inkriminera,incriminate,归罪于,VERB,Advanced
tukta,chastise,惩罚,VERB,B2
förvåna,amaze,使惊奇,VERB,B1
kroppsskada,bodily harm,身体伤害,NOUN,B2
tina,defrost,解冻,VERB,B1
samtycka tyst,acquiesce,默认,VERB,Advanced
bedöva,daze,使茫然,VERB,B2
bringa ur fattningen,disconcert,使惊慌,VERB,Advanced
förvirra,fluster,使慌乱,VERB,B2
hed,moor,荒原,NOUN,B2
tillfredsställa,gratify,使满足,VERB,B2
avhåra,depilate,脱毛,VERB,Advanced
blomma,bloom,开花,VERB,A2
stå i blom,blossom,繁荣绽放,VERB,B1
misshandla,maltreat,虐待,VERB,B2
integrerad,integral,不可或缺的,ADJ,B2
värsta,worst thing,最坏的事,NOUN,B1
hylla,acclaim,喝彩,VERB,B2
mätta grundligt,satiate,使饱足,VERB,Advanced
mätta helt,saturate,使饱和,VERB,B2
röra till tårar,move to pity,打动,VERB,B2
framhärda,persist,坚持,VERB,B2
döva,deafen,使震耳欲聋,VERB,B2
tvåhänt,ambidextrous,左右开弓的,ADJ,Advanced
försvaga,attenuate,减弱,VERB,Advanced
försvaga kraften hos,emasculate,阉割削弱,VERB,Advanced
översvallande berömma,praise lavishly,过分称赞,VERB,Advanced
släppa lös,unbridle,放开,VERB,Advanced
externalisera,externalize,外化,VERB,Advanced
manifestera,manifest,显现,VERB,B2
återförsälja,resell,转售,VERB,B2
ladda om,recharge,再充电,VERB,B1
återöppna,reopen,重新开放,VERB,B2
återställa,put back to reposition,放回原位,VERB,B1
högsta,supreme,至高无上的,ADJ,B2
förbise,overlook,俯瞰忽视,VERB,B2
utsöndra,exude,散发渗出,VERB,Advanced
förfära,dismay,使沮丧,VERB,B2
slarva till,botch,笨拙弄糟,VERB,B2
fördärva moraliskt,deprave,使堕落,VERB,Advanced
avslöja,divulge,泄露,VERB,B2
medge,concede,承认让步,VERB,B2
närmare,closer,更近的,ADJ,A2
tvinga,coerce,强迫,VERB,B2
göra förtrogen,familiarize,使熟悉,VERB,B2
alpin,alpine,高山的,ADJ,B1
annullera,annul,废除撤销,VERB,B2
anspela,allude,暗指,VERB,Advanced
bibliotekarie,librarian,图书管理员,NOUN,A2
bagage,baggage,行李,NOUN,A2
optimal,optimal,最佳的,ADJ,B2
vanesak,usual thing,惯常事物,NOUN,B2
plåga,ail,困扰使受苦,VERB,B2
stilig,dapper,整洁漂亮的,ADJ,B2
gro,germinate,发芽,VERB,B2
avla,beget,招致生下,VERB,Advanced
båda gott,forebode,预示,VERB,Advanced
fräscha upp,freshen,使清新,VERB,B1
rehabilitera,rehabilitate,使康复,VERB,B2
anförtro,consign,托运交付,VERB,Advanced
testamentera,bequeath,遗赠,VERB,B2
fånga i snara,ensnare,诱捕,VERB,Advanced
utmatta,enervate,使衰弱,VERB,Advanced
biljettpris,fare,票价,NOUN,B1
ensidig,unilateral,单方面的,ADJ,B2
fåra,furrow,犁沟,NOUN,B2
lansering,launch,发射发起,NOUN,B1
dumpning,dumping,倾销,NOUN,B2
imam,imam,伊玛目,NOUN,B1
internet,internet,互联网,NOUN,A1
återupplivning,resuscitation,复苏,NOUN,B2
promiskuös,promiscuous,混杂的,ADJ,Advanced
upphävande,quashing,撤销废除,NOUN,B2
stress,stress,压力,NOUN,A2
mordbrand,arson,纵火,NOUN,B2
statistik,statistic,统计数据,NOUN,B1
återupplivande,revival,复兴,NOUN,B2
så att säga,so to speak,可以说是,ADV,B1
anstånd,reprieve,缓刑暂缓,NOUN,B2
tillskrivning,attribution,归属归因,NOUN,B2
uthållighet,persistence,坚持不懈,NOUN,B2
envishet,tenacity,顽强,NOUN,B2
obeveklighet,relentlessness,无情残酷,NOUN,Advanced
konfiguration,configuration,配置构造,NOUN,B2
tromb,tornado,龙卷风,NOUN,B1
skattebefrielse,tax exemption,免税,NOUN,B2
frosseri,binge,狂饮狂食,NOUN,B2
kornisch,cornice,檐口,NOUN,Advanced
provinsiell,provincial,省的狭隘的,ADJ,B2
girlang,garland,花环,NOUN,B2
tillgänglighet,accessibility,可及性,NOUN,B1
human,humane,人道的,ADJ,B2
förolämpning,affront,公开侮辱,NOUN,B2
urdrifttagning,disuse,废弃不用,NOUN,Advanced
altruistisk,altruistic,利他的,ADJ,B2
kortfattathet,conciseness,简明,NOUN,Advanced
sällskaplig,gregarious,合群的,ADJ,B2
rättspraxis,case law,判例法,NOUN,B2
reservat,reserve,保护区储备,NOUN,B1
potentiellt,potentially,潜在地,ADV,B1
blomstra,prosper,繁荣,VERB,B2
proaktiv,proactive,积极主动的,ADJ,B2
import,import,进口,NOUN,B1
utrota,extirpate,根除消灭,VERB,Advanced
börja om,start again,重新开始,VERB,A2
trotsa,flout,藐视违抗,VERB,Advanced
återköpa,buy back,买回,VERB,B2
förslava,enslave,奴役,VERB,B2
återupptagande,resumption,恢复重开,NOUN,B2
socialist,socialist,社会主义者,NOUN,B1
bryta sig in,break into,闯入,VERB,B1
kunglighet,royalty,皇室特许权使用费,NOUN,B1
detet,id,本我,NOUN,Advanced
viral,viral,病毒式的,ADJ,B1
ånger,contrition,痛悔,NOUN,Advanced
spridning,proliferation,激增扩散,NOUN,B2
dras,gravitate,受吸引倾向于,VERB,B2
brytning,split secession,分裂决裂,NOUN,B2
gosa,cuddle,拥抱依偎,VERB,B1
kvävning,asphyxia,窒息,NOUN,B2
påstå,allege,声称断言,VERB,B2
altitud,altitude,海拔高度,NOUN,B1
förakt,scorn,轻蔑蔑视,NOUN,B2
lösa in,redeem,兑换赎回,VERB,B2
kapitulera,capitulate,投降屈服,VERB,B2
framföra,adduce,引证提出,VERB,Advanced
polarisera,polarize,极化分化,VERB,B2
autokratisk,autocratic,独裁专制的,ADJ,Advanced
fenomenal,phenomenal,惊人的非凡的,ADJ,B2
katakres,catachresis,滥用词语,NOUN,Advanced
anlag,aptitude,才能天资,NOUN,B2
metabolisk,metabolic,新陈代谢的,ADJ,B2
tropisk,tropical,热带的,ADJ,B1
längta,yearn,渴望怀念,VERB,B1
köa,queue,排队,VERB,A2
förfölja,persecute,迫害困扰,VERB,B2
postulera,postulate,假定要求,VERB,Advanced
vridning,torsion,扭转,NOUN,B2
anpassa sig,conform,遵从符合,VERB,B2
avhållsamhet,abstinence,节制戒除,NOUN,B2
minska värdet av,detract,减损贬低,VERB,Advanced
välja ut,pick out,挑选出,VERB,B1
övergång,transition,过渡转变,NOUN,B2
avvika,deviate,偏离背离,VERB,B2
bryta ut,break out,爆发脱逃,VERB,B1
sammanslagning,merger,合并兼并,NOUN,B2
schism,schism,分裂教派分裂,NOUN,Advanced
uppbrott,breakup,解体破裂,NOUN,B2
omvälvning,upheaval,剧变动乱,NOUN,Advanced
vibrera,vibrate,振动发颤,VERB,B1
verka,appear to seem,似乎显得,VERB,A2
amputation,amputation,截肢,NOUN,B2
plutokrati,plutocracy,财阀统治,NOUN,Advanced
uslast,abject,卑劣绝望的,ADJ,Advanced
fallucka,trapdoor,活板门,NOUN,B2
överdådig,opulent,华丽富裕的,ADJ,B2
kylig,frigid,寒冷冷淡的,ADJ,B2
flegmatisk,phlegmatic,冷淡冷静的,ADJ,Advanced
sliten,worn,磨损陈旧的,ADJ,B1
fullvuxen,grown,成年的成熟的,ADJ,B1
vörda,venerate,敬仰崇敬,VERB,Advanced
snåla,stint,克扣吝啬,VERB,Advanced
girig,miserly,吝啬小气的,ADJ,B2
alternativt,alternatively,或者另外,ADV,B1
skingra,dispel,驱散消除,VERB,B2
självklarhet,truism,不言自明之理,NOUN,B2
axiomatisk,axiomatic,公理的不言自明的,ADJ,Advanced
början,commencement,开始开端,NOUN,B2
skicklighet,dexterity,灵巧熟练,NOUN,B2
frikänna,absolve,赦免宣判无罪,VERB,B2
urskulda,exculpate,洗脱罪名,VERB,Advanced
kyla ned,chill,使变凉使害怕,VERB,B1
rekommenderat brev,registered mail,挂号信,NOUN,B1
vidrig,hideous,极丑恶骇人的,ADJ,B2
spotta,expectorate,咳出吐出,VERB,Advanced
handelsvara,merchandise,商品货物,NOUN,B2
rufsiga till,dishevel,弄乱头发衣服,VERB,Advanced
postum,posthumous,死后出版遗腹的,ADJ,Advanced
stanna här,stay here,留在此处,VERB,A1
kulminera,culminate,达到顶点,VERB,B2
fördumma,make stupid,使愚蠢,VERB,B2
känslokall,stolid,迟钝冷漠的,ADJ,Advanced
snarare,but rather,而是宁可,CCONJ,B1
balsam,balm,香膏抚慰物,NOUN,B1
avtrubba,make bland,使平淡乏味,VERB,Advanced
upprymdhet,elation,得意洋洋欣喜,NOUN,B2
villa,detached house,独栋住宅,NOUN,A2
skytten,sagittarius,人马座,NOUN,B1
knopp,bud,花蕾芽,NOUN,B1
kyla,aloofness,冷漠疏离,NOUN,B2
fläck,spot,斑点污渍,NOUN,A2
bulgarisk,bulgarian,保加利亚的,ADJ,B1
hagelgevär,shotgun,猎枪霰弹枪,NOUN,B2
infrastruktur,infrastructure,基础设施,NOUN,B2
borgerlig,bourgeois,中产阶级的资产阶级的,ADJ,B2
bulldogg,bulldog,斗牛犬,NOUN,B1
bohemisk,bohemian,放荡不羁波西米亚的,ADJ,B2
artigt,politely,礼貌地,ADV,A2
uppriktigt,sincerely,真诚地,ADV,B1
kortfattat,summarily,简略概括地,ADV,B2
föraktfullt,disdainfully,轻蔑鄙视地,ADV,Advanced
utom,except for,除了,ADP,A2
självständigt,independently,独立地,ADV,B1
gemensamt,jointly,共同地联合地,ADV,B1
heroiskt,heroically,英勇地,ADV,B2
fjäskigt,obsequiously,奉承谄媚地,ADV,Advanced
vackert,beautifully,优美美丽地,ADV,A2
fritt,freely,自由地随意地,ADV,B1
slaviskt,servilely,奴颜婢膝盲从地,ADV,Advanced
urskillningslöst,indiscriminately,不分青红皂白地,ADV,Advanced
noggrant,meticulously,细致周密地,ADV,B2
fint,delicately,精致微妙地,ADV,B2
angående,concerning,关于涉及,ADP,B1
inofficiellt,unofficially,非官方非正式地,ADV,B2
indirekt,indirectly,间接地,ADV,B1
märkbart,perceptibly,明显可察觉地,ADV,B2
allvarligt,severely,严重严厉地,ADV,B1
ärligt,frankly,坦率坦白地,ADV,B1
högt,aloud,大声地出声地,ADV,B1
smaklös,tasteless,无滋味无品位的,ADJ,B2
obevekligt,implacably,无法平息难以改变地,ADV,Advanced
kristallin,crystalline,水晶般结晶的,ADJ,B2
vänligt,kindly,亲切友好地,ADV,A2
varsamt,gently,温和轻柔地,ADV,B1
omsorgsfullt,painstakingly,煞费苦心极为仔细地,ADV,Advanced
hjärtligt,cordially,衷心热诚地,ADV,B1
murning,masonry,石工建筑砖石结构,NOUN,B2
lugnt,calmly,平静镇定地,ADV,A2
bysantinsk,byzantine,拜占庭的错综复杂的,ADJ,B2
disciplinär,disciplinary,纪律的惩戒的,ADJ,B2
historicism,historicism,历史主义,NOUN,Advanced
ackulturation,acculturation,文化适应同化,NOUN,Advanced
tygling,curbing,抑制控制,NOUN,Advanced
utsmyckning,adornment,装饰装饰品,NOUN,B2
kodifiering,codification,法典编纂编纂,NOUN,Advanced
religiositet,religiosity,虔诚笃信,NOUN,B2
territoriell,territorial,领土的区域的,ADJ,B2
deportation,deportation,驱逐出境流放,NOUN,B2
tidsfördriv,pastime,消遣消磨时间的事,NOUN,B1
tryckfel,errata,勘误表印刷错误,NOUN,B2
certifiering,certification,认证证明,NOUN,B1
filmning,filming,电影拍摄,NOUN,B1
fördubbling,doubling,加倍翻倍,NOUN,B2
volontärarbete,volunteering,志愿服务,NOUN,B1
skuggning,shading,阴影遮光,NOUN,B2
löfte,pledge,誓言保证,NOUN,B1
ombytlighet,fickleness,善变浮躁,NOUN,Advanced
tv-sänd,televised,电视播出的,ADJ,B1
tennis,tennis,网球,NOUN,A1
badminton,badminton,羽毛球,NOUN,A1
socialisering,socialization,社会化交际,NOUN,B2
städning,cleaning,清扫打扫,NOUN,A1
reglerande,regulatory,监管的管理的,ADJ,B2
inkoherens,incoherence,不连贯语无伦次,NOUN,Advanced
autism,autism,自闭症孤独症,NOUN,B1
