English_Lemma,English_Lemma,Chinese_Lemma,POS,CEFR
white blood cell,white blood cell,白细胞,NOUN,B2
who polite,who polite,哪位,PRON,B2
whole,whole,整体,NOUN,B2
wholesale,wholesale,批发,NOUN,B2
whore,whore,妓女,NOUN,B2
why bother,why bother,何必,ADV,B2
why not,why not,何不,ADV,B2
width,width,宽度,NOUN,B2
wilderness,wilderness,荒野,NOUN,B2
will,will,遗嘱,NOUN,B2
will surely,will surely,定会,AUX,B2
to wilt,to wilt,枯萎,VERB,B2
to win inevitably,to win inevitably,必胜,VERB,B2
to wind,to wind,缠绕,VERB,B2
wind speed,wind speed,风速,NOUN,B2
windproof,windproof,挡风的,ADJ,B2
windy day,windy day,风天,NOUN,B2
to wiretap,to wiretap,监听,VERB,B2
wish,wish,愿望,NOUN,B2
with it,with it,在其中,ADV,B2
to witness,to witness,目击,VERB,B2
witty,witty,机智的,ADJ,B2
to won't do,to won't do,不成,VERB,B2
wonder,wonder,奇迹,NOUN,B2
woods,woods,林子,NOUN,B2
wool,wool,羊毛,NOUN,B2
to work,to work,工作,VERB,B2
to work out,to work out,成功,VERB,B2
to work part-time,to work part-time,打工,VERB,B2
workplace,workplace,工作场所,NOUN,B2
world war,world war,世界大战,NOUN,B2
worldview,worldview,世界观,NOUN,B2
worldwide,worldwide,全世界的,ADJ,B2
worry,worry,担忧,NOUN,B2
worry relief,worry relief,排忧,NOUN,B2
to worsen,to worsen,恶化,VERB,B2
to worship,to worship,崇拜,VERB,B2
to wound,to wound,使受伤,VERB,B2
wow,wow,哇,INTJ,B2
wrapping,wrapping,包装,NOUN,B2
wrestling,wrestling,摔跤,NOUN,B2
wretch,wretch,令人厌恶的人,NOUN,B2
wrinkle,wrinkle,皱纹,NOUN,B2
writing,writing,文字,NOUN,B2
written,written,书面的,ADJ,B2
wrong,wrong,错误的事,NOUN,B2
wrong mistake,wrong mistake,错误,ADJ,B2
to wrong someone,to wrong someone,冤枉,VERB,B2
wrongful conviction,wrongful conviction,冤案,NOUN,B2
wudang,wudang,武当,NOUN,B2
yeah yeah,yeah yeah,是是是,INTJ,B2
year by year,year by year,逐年,ADV,B2
to yearn for,to yearn for,渴望,VERB,B2
years,years,数年,NOUN,B2
yeast,yeast,酵母,NOUN,B2
to yell,to yell,大吼,VERB,B2
yesterday,yesterday,بارحة,NOUN,B2
yield,yield,产量,NOUN,B2
yogurt,yogurt,酸奶,NOUN,B2
yoke,yoke,枷锁,NOUN,B2
you except,you except,你除,NOUN,B2
you plural,you plural,你们,PRON,B2
young lady,young lady,小姐,NOUN,B2
young man,young man,年轻人,NOUN,B2
young person,young person,年轻人,NOUN,B2
young wife,young wife,小媳,NOUN,B2
younger brother,younger brother,弟弟,NOUN,B2
your,your,你的,DET,B2
your arrow,your arrow,若非你一箭,NOUN,B2
your head,your head,你头上,NOUN,B2
your laugh,your laugh,你笑,NOUN,B2
your parents,your parents,你爹娘,NOUN,B2
your photo,your photo,照你,NOUN,B2
your word,your word,听你,NOUN,B2
yuck,yuck,呸,INTJ,B2
zen master,zen master,禅师,NOUN,B2
zero,zero,零,NUM,B2
zhuang he,zhuang he,庄郃,NOUN,B2
zongzi,zongzi,粽子,NOUN,B2
zucchini,zucchini,西葫芦,NOUN,B2
township head,township head,乡长,NOUN,B2
re-submission,re-submission,再上,NOUN,B2
dune,dune,沙丘,NOUN,B2
road sign,road sign,路标,NOUN,B2
ringing,ringing,铃声,NOUN,B2
to be stolen,to be stolen,失窃,VERB,B2
to infiltrate,to infiltrate,渗透,VERB,B2
wait for me,wait for me,等我,NOUN,B2
-ly,-ly,地,PART,B2
you polite,you polite,您,PRON,B2
proletariat,proletariat,无产阶级,NOUN,B2
fortune telling,fortune telling,算命,NOUN,B2
to structure,to structure,构建,VERB,B2
spokesperson,spokesperson,发言人,NOUN,B2
slipper,slipper,拖鞋,NOUN,B2
measure word for books,measure word for books,本,NUM,B2
personal record,personal record,个人纪录,NOUN,B2
purity,purity,纯洁,NOUN,B2
to raise donations,to raise donations,募捐,VERB,B2
hard to distinguish,hard to distinguish,难以区分,ADJ,B2
bypass surgery,bypass surgery,搭桥手术,NOUN,B2
monopolistic,monopolistic,垄断的,ADJ,B2
gigolo,gigolo,面首,NOUN,B2
retrieve qingming,retrieve qingming,拿回青冥,NOUN,B2
known,known,已知的,ADJ,B2
won't do,won't do,不行,ADJ,B2
demanding,demanding,要求高的,ADJ,B2
cash,cash,现金,ADJ,B2
new year's day,new year's day,元旦,NOUN,B2
centrifugal force,centrifugal force,离心力,NOUN,B2
from childhood,from childhood,从小,ADV,B2
payment all,payment all,付都,NOUN,B2
melon groping,melon groping,摸瓜,NOUN,B2
that way,that way,那样,PRON,B2
not only,not only,不光,CCONJ,B2
leniency,leniency,宽厚,NOUN,B2
to shake hands,to shake hands,握手,VERB,B2
plated,plated,镀层的,ADJ,B2
to receive worldwide attention,to receive worldwide attention,举世瞩目,VERB,B2
exegesis,exegesis,注释,NOUN,B2
social arbitration,social arbitration,社会仲裁,NOUN,B2
this battle,this battle,此战,NOUN,B2
re-reason,re-reason,重理,NOUN,B2
internal force,internal force,内力,NOUN,B2
danmei,danmei,但没,NOUN,B2
non-shadow,non-shadow,非影,NOUN,B2
ice hockey,ice hockey,冰球,NOUN,B2
annual report,annual report,年报,NOUN,B2
respectful deferential,respectful deferential,恭敬,ADJ,B2
typhoon,typhoon,台风,NOUN,B2
memorandum,memorandum,备忘录,NOUN,B2
pantheism,pantheism,泛神论,NOUN,B2
to give to grant,to give to grant,予以,VERB,B2
jianghu,jianghu,江湖,NOUN,B2
shift swap,shift swap,换班,NOUN,B2
cellar,cellar,地窖,NOUN,B2
to plant out,to plant out,定植,VERB,B2
dashboard,dashboard,仪表盘,NOUN,B2
flask,flask,小瓶,NOUN,B2
to look for to find,to look for to find,找,VERB,B2
cold blood,cold blood,冷血,NOUN,B2
person honorific,person honorific,位,NOUN,B2
public order,public order,治安,NOUN,B2
inconsistency,inconsistency,不一致,NOUN,B2
past exam papers,past exam papers,真题,NOUN,B2
my big one,my big one,我偌大,NOUN,B2
maxim,maxim,格言,NOUN,B2
water falling,water falling,水落,NOUN,B2
command room,command room,指挥室,NOUN,B2
austerity,austerity,紧缩,NOUN,B2
redefinition,redefinition,改界,NOUN,B2
video recording,video recording,录像,NOUN,B2
want to lure,want to lure,想引,NOUN,B2
ceremonial cap,ceremonial cap,爵弁,NOUN,B2
decadence,decadence,衰落,NOUN,B2
well-known,well-known,众所周知的,ADJ,B2
quarreling,quarreling,再吵,NOUN,B2
hard to maintain,hard to maintain,难以维持,ADJ,B2
non-substance,non-substance,非质,NOUN,B2
morals,morals,道德,NOUN,B2
expropriation,expropriation,征用,NOUN,B2
relatively speaking,relatively speaking,相对而言,ADV,B2
zodiac sign,zodiac sign,属相,NOUN,B2
family ruin,family ruin,家破,NOUN,B2
mri,mri,核磁共振,NOUN,B2
western regions,western regions,西域,NOUN,B2
growl,growl,低吼,NOUN,B2
night view,night view,夜景,NOUN,B2
smoothly,smoothly,顺利,ADV,B2
stoicism,stoicism,斯多葛主义,NOUN,B2
chest pain,chest pain,胸痛,NOUN,B2
mutual generation,mutual generation,相生,NOUN,B2
green-eyed,green-eyed,让碧眼,NOUN,B2
classifier for trees,classifier for trees,棵,NUM,B2
guitarist,guitarist,吉他手,NOUN,B2
to be entranced,to be entranced,出神,VERB,B2
to haggle,to haggle,讨价还价,VERB,B2
none,none,没有一个,DET,B2
overseas chinese,overseas chinese,华侨,NOUN,B2
paronomasia,paronomasia,近音词双关,NOUN,B2
to signify,to signify,意味着,VERB,B2
correspondence,correspondence,通信,NOUN,B2
to not come,to not come,不来,VERB,B2
stinking,stinking,发臭的,ADJ,B2
remote-controlled car,remote-controlled car,遥控车,NOUN,B2
numerous,numerous,众多的,ADJ,B2
social reconciliation,social reconciliation,社会和解,NOUN,B2
over-stroke,over-stroke,超程,NOUN,B2
social statistics,social statistics,社会统计,NOUN,B2
enjoyment,enjoyment,享受,NOUN,B2
counterfeit,counterfeit,假冒,ADJ,B2
cold wave,cold wave,寒潮,NOUN,B2
underestimation,underestimation,小看,NOUN,B2
but you,but you,但您,NOUN,B2
tenderloin,tenderloin,里脊,NOUN,B2
essential equipment,essential equipment,要置,NOUN,B2
re-abruptness,re-abruptness,再骤,NOUN,B2
crushing defeat,crushing defeat,惨败,NOUN,B2
unveiling ceremony,unveiling ceremony,揭幕仪式,NOUN,B2
every day,every day,天天,ADV,B2
to sign for,to sign for,签收,VERB,B2
pinch,pinch,捏,NOUN,B2
to cool down,to cool down,冷却,VERB,B2
bitterness,bitterness,苦涩,NOUN,B2
designated driver,designated driver,代驾,NOUN,B2
to do one's best,to do one's best,尽力,VERB,B2
roller blind,roller blind,卷帘,NOUN,B2
failed bid,failed bid,流标,NOUN,B2
instead on the contrary,instead on the contrary,反而,ADV,B2
municipal,municipal,市政的,ADJ,B2
to look down upon,to look down upon,看不起,VERB,B2
hot air balloon,hot air balloon,热气球,NOUN,B2
wetland,wetland,湿地,NOUN,B2
no need,no need,不用,AUX,B2
might,might,威力,NOUN,B2
vehicle registration,vehicle registration,行驶证,NOUN,B2
callous,callous,冷酷,ADJ,B2
repulse,repulse,击退,NOUN,B2
steamed stuffed bun,steamed stuffed bun,包子,NOUN,B2
falling out,falling out,反目,NOUN,B2
you cannot live,you cannot live,你也活不,NOUN,B2
hilt,hilt,剑柄,NOUN,B2
nurturing,nurturing,养好,NOUN,B2
only-me,only-me,只我,NOUN,B2
to make noise,to make noise,闹得,VERB,B2
puberty,puberty,青春期,NOUN,B2
draw out,draw out,引出,NOUN,B2
interlocutor,interlocutor,对话者,NOUN,B2
dumpling,dumpling,丸子,NOUN,B2
reformism,reformism,改唯,NOUN,B2
solid-state drive,solid-state drive,固态硬盘,NOUN,B2
youngster,youngster,年少者,NOUN,B2
thief presence,thief presence,有贼,NOUN,B2
to provide evidence,to provide evidence,举证,VERB,B2
faction,faction,派,NOUN,B2
to be safe,to be safe,安好,VERB,B2
hysterical,hysterical,歇斯底里的,ADJ,B2
re-logic,re-logic,再逻,NOUN,B2
god of war,god of war,战神,NOUN,B2
ethereum,ethereum,以太坊,NOUN,B2
exile,exile,流亡,NOUN,B2
plight,plight,处境,NOUN,B2
license plate restriction,license plate restriction,限号,NOUN,B2
destitution,destitution,贫困,NOUN,B2
to be responsible for,to be responsible for,负责,VERB,B2
to focus,to focus,聚焦,VERB,B2
to take office,to take office,就职,VERB,B2
to count as,to count as,算,VERB,B2
no harm,no harm,没事吧,NOUN,B2
paper cutting,paper cutting,剪纸,NOUN,B2
genesis,genesis,起源,NOUN,B2
hay,hay,干草,NOUN,B2
pity,pity,可惜,ADJ,B2
condensation,condensation,凝结,NOUN,B2
to matter,to matter,重要,VERB,B2
two-way street,two-way street,双行道,NOUN,B2
true heart,true heart,本心,NOUN,B2
easy to say,easy to say,好说,NOUN,B2
pavilion,pavilion,亭子,NOUN,B2
what,what,什么,ADV,B2
re-routing,re-routing,改轨,NOUN,B2
bridal chamber,bridal chamber,洞房,NOUN,B2
green technology,green technology,绿色技术,NOUN,B2
pad,pad,垫,NOUN,B2
to steer,to steer,引导,VERB,B2
digitization,digitization,数字化,NOUN,B2
re-fruit,re-fruit,再果,NOUN,B2
habituation,habituation,习惯化,NOUN,B2
loot,loot,战利品,NOUN,B2
impairment,impairment,左手废,NOUN,B2
to deep-fry,to deep-fry,油炸,VERB,B2
forbidden land,forbidden land,禁地,NOUN,B2
bass,bass,贝斯,NOUN,B2
to vaccinate,to vaccinate,接种疫苗,VERB,B2
ba zi,ba zi,八字,NOUN,B2
to cash,to cash,兑现,VERB,B2
this-camp,this-camp,这营,NOUN,B2
contrary,contrary,反而,NOUN,B2
backflow,backflow,倒流,NOUN,B2
counter-mechanism,counter-mechanism,反机,NOUN,B2
to fall back,to fall back,回落,VERB,B2
to glance,to glance,瞥,VERB,B2
human capacity,human capacity,人会,NOUN,B2
a pile,a pile,一堆,NUM,B2
felony,felony,重罪,NOUN,B2
to lockdown,to lockdown,封城,VERB,B2
just as in the past,just as in the past,一如既往,ADV,B2
social stratification,social stratification,社会分层,NOUN,B2
futurism,futurism,未来主义,NOUN,B2
softball,softball,垒球,NOUN,B2
minor course,minor course,辅修课,NOUN,B2
heat wave,heat wave,热浪,NOUN,B2
to be so,to be so,然,VERB,B2
colonization,colonization,殖民化,NOUN,B2
to purchase,to purchase,购买,VERB,B2
glorification,glorification,赞美,NOUN,B2
proposition,proposition,主张,NOUN,B2
rush,rush,赶往,NOUN,B2
father,father,父,PART,B2
handwriting practice,handwriting practice,练字,NOUN,B2
to nibble,to nibble,啃,VERB,B2
income and expense,income and expense,收支,NOUN,B2
bad idea,bad idea,坏水,NOUN,B2
overdue,overdue,逾期,ADJ,B2
shift rotation,shift rotation,倒班,NOUN,B2
please,please,请,ADV,B2
liaison,liaison,联络,NOUN,B2
various departments,various departments,各部,NOUN,B2
star anise,star anise,八角,NOUN,B2
social stability,social stability,社会稳定,NOUN,B2
to retell,to retell,转述,VERB,B2
artistic portrait,artistic portrait,艺术照,NOUN,B2
point in time,point in time,时间点,NOUN,B2
social organization,social organization,社会组织,NOUN,B2
amended interior,amended interior,改内,NOUN,B2
really want,really want,真要,NOUN,B2
unwillingness,unwillingness,不甘,NOUN,B2
enemy must,enemy must,仇必,NOUN,B2
that is,that is,即,ADV,B2
conventional,conventional,传统的,ADJ,B2
dissatisfied,dissatisfied,不满的,ADJ,B2
social practice,social practice,社会实践,NOUN,B2
carbon tax,carbon tax,碳税,NOUN,B2
village head,village head,村长,NOUN,B2
irascibility,irascibility,易怒,NOUN,B2
smashing,smashing,砸过,NOUN,B2
full power,full power,全力,NOUN,B2
over-strategy,over-strategy,超策,NOUN,B2
mode,mode,方式,NOUN,B2
herder,herder,牧民,NOUN,B2
tractor,tractor,拖拉机,NOUN,B2
to seek truth from facts,to seek truth from facts,实事求是,VERB,B2
bid collusion,bid collusion,串标,NOUN,B2
anti-integration,anti-integration,反合,NOUN,B2
trans-decision,trans-decision,超断,NOUN,B2
this item,this item,这件,NOUN,B2
re-inner,re-inner,再内,NOUN,B2
counter-form,counter-form,反式,NOUN,B2
purple yin,purple yin,紫阴,NOUN,B2
legality,legality,合法性,NOUN,B2
young master,young master,少庄主,NOUN,B2
to prepare a lesson,to prepare a lesson,预习,VERB,B2
non-sound,non-sound,非响,NOUN,B2
proofreading,proofreading,校对,NOUN,B2
car insurance,car insurance,车险,NOUN,B2
wrinkle-resistant,wrinkle-resistant,防皱,ADJ,B2
reachable,reachable,可到达的,ADJ,B2
whether or not,whether or not,是否,SCONJ,B2
immunotherapy,immunotherapy,免疫治疗,NOUN,B2
demilitarization,demilitarization,去武,NOUN,B2
wounded,wounded,受伤的,ADJ,B2
incoming,incoming,进来的,ADJ,B2
script for play,script for play,剧本,NOUN,B2
brewery,brewery,啤酒厂,NOUN,B2
to stop me,to stop me,拦我,VERB,B2
to run into,to run into,碰见,VERB,B2
novelistic,novelistic,小说般的,ADJ,B2
that arrow,that arrow,那一箭,NOUN,B2
in writing,in writing,书面,NOUN,B2
idyll,idyll,田园诗,NOUN,B2
forbidden,forbidden,被禁止的,ADJ,B2
some out,some out,出些,NOUN,B2
appreciation banquet,appreciation banquet,答谢宴,NOUN,B2
to ever,to ever,里何尝,VERB,B2
to lock,to lock,锁上,VERB,B2
antioxidant,antioxidant,抗氧化剂,NOUN,B2
entertainment center,entertainment center,娱乐中心,NOUN,B2
rationalization,rationalization,合理化,NOUN,B2
to receive orders,to receive orders,受命,VERB,B2
rust-proof,rust-proof,防锈,ADJ,B2
to be on duty,to be on duty,值班,VERB,B2
to prop,to prop,撑,VERB,B2
environmental report,environmental report,环境报告,NOUN,B2
coming and going,coming and going,往来,NOUN,B2
to hope to wish,to hope to wish,希望,VERB,B2
polluted,polluted,受污染的,ADJ,B2
see off,see off,送走,NOUN,B2
sad sorrowful,sad sorrowful,悲伤,ADJ,B2
to draw on the experience of,to draw on the experience of,借鉴,VERB,B2
to be hit,to be hit,中箭,VERB,B2
starry sky,starry sky,星空,NOUN,B2
to was,to was,是,VERB,B2
serial killer,serial killer,连环杀手,NOUN,B2
beside next to,beside next to,旁边,NOUN,B2
rhetorical question,rhetorical question,宁非,NOUN,B2
burnt,burnt,烧焦的,ADJ,B2
cooked rice,cooked rice,米饭,NOUN,B2
social distancing,social distancing,社交距离,NOUN,B2
to do to make,to do to make,做,VERB,B2
matchmaker,matchmaker,媒,NOUN,B2
whether,whether,能否,NOUN,B2
ride break,ride break,骑破,NOUN,B2
your majesty,your majesty,陛下,NOUN,B2
narrator,narrator,叙述者,NOUN,B2
to have only,to have only,唯有,VERB,B2
imperial father's will,imperial father's will,父皇要,NOUN,B2
math,math,数学,NOUN,B2
eternal alliance,eternal alliance,永结,NOUN,B2
wine cup,wine cup,这酒盏,NOUN,B2
blood debt,blood debt,血债,NOUN,B2
a well,a well,井,NOUN,B2
considerate,considerate,体贴,ADJ,B2
horse departure,horse departure,马去,NOUN,B2
righteousness,righteousness,亦正,NOUN,B2
partial cause,partial cause,分因,NOUN,B2
promoter,promoter,推动者,NOUN,B2
face recognition,face recognition,认人,NOUN,B2
retype,retype,再型,NOUN,B2
enrollment,enrollment,注册,NOUN,B2
on head,on head,当头,NOUN,B2
to channel,to channel,疏导,VERB,B2
running,running,进行中的,NOUN,B2
brocade,brocade,锦绣,NOUN,B2
public welfare,public welfare,公益性,NOUN,B2
myself,myself,我自,NOUN,B2
thermal,thermal,热的,ADJ,B2
to hike,to hike,徒步旅行,VERB,B2
one family,one family,一家,NUM,B2
to cannot help,to cannot help,忍不住,VERB,B2
non-war,non-war,非战,NOUN,B2
to base,to base,基于,VERB,B2
accord with,accord with,合乎,NOUN,B2
to be good at,to be good at,擅长,VERB,B2
reconsideration,reconsideration,重思,NOUN,B2
cleansing,cleansing,清洗,NOUN,B2
to grasp firmly,to grasp firmly,抓紧,VERB,B2
too soft,too soft,太软,NOUN,B2
maximum,maximum,最大,ADJ,B2
ring road,ring road,绕城,NOUN,B2
malady,malady,弊病,NOUN,B2
to overdraw,to overdraw,透支,VERB,B2
door handle,door handle,门把手,NOUN,B2
to carry forward,to carry forward,发扬,VERB,B2
semiology,semiology,符号学，症状学,NOUN,B2
re-sequencing,re-sequencing,改骤,NOUN,B2
tool room,tool room,工具间,NOUN,B2
its details,its details,其详,NOUN,B2
empty fame,empty fame,虚名,NOUN,B2
long-distance bus,long-distance bus,长途车,NOUN,B2
older brother,older brother,大哥哥,NOUN,B2
tutoring,tutoring,补习,NOUN,B2
heavy machine,heavy machine,重机,NOUN,B2
recusal,recusal,回避,NOUN,B2
non-level,non-level,非级,NOUN,B2
to charter,to charter,租船,VERB,B2
to widen,to widen,加宽,VERB,B2
to hospitalize,to hospitalize,使住院,VERB,B2
early warning,early warning,预警,NOUN,B2
to know to recognize,to know to recognize,认识,VERB,B2
traffic restriction,traffic restriction,限行,NOUN,B2
amputation,amputation,截肢,NOUN,B2
ancient times,ancient times,古代,NOUN,B2
him,him,他吧,NOUN,B2
slander,slander,诽谤,NOUN,B2
eldest son,eldest son,长子,NOUN,B2
wits,wits,心眼,NOUN,B2
housing,housing,住房,NOUN,B2
scan,scan,扫描件,NOUN,B2
fraction marker,fraction marker,分之,PART,B2
spirit training,spirit training,练神,NOUN,B2
reprice,reprice,再价,NOUN,B2
grounds,grounds,论据,NOUN,B2
non-orbit,non-orbit,非轨,NOUN,B2
one's heart's content,one's heart's content,尽情,ADV,B2
sweet dream,sweet dream,美梦,NOUN,B2
business meeting,business meeting,洽谈会,NOUN,B2
puncture,puncture,穿刺,NOUN,B2
changed policy,changed policy,改策,NOUN,B2
mobile payment,mobile payment,移动支付,NOUN,B2
fourteen,fourteen,十四,NUM,B2
favorable circumstances,favorable circumstances,顺境,NOUN,B2
physical evidence,physical evidence,物证,NOUN,B2
heavy type,heavy type,重型,NOUN,B2
re-evidence,re-evidence,重据,NOUN,B2
collateral,collateral,附属的,ADJ,B2
feudal,feudal,封建,ADJ,B2
solvency,solvency,偿付能力,NOUN,B2
month moon,month moon,月,NOUN,B2
memorization,memorization,记忆,NOUN,B2
