Dutch_Lemma,English_Lemma,Chinese_Lemma,POS,CEFR
bloeien,bloom,开花,VERB,A2
opbloeien,blossom,繁荣,VERB,B1
mishandelen,maltreat,虐待,VERB,B2
integraal,integral,完整的,ADJ,B2
ergste,worst thing,最坏的事,NOUN,A2
toejuichen,acclaim,喝彩,VERB,B2
verzadigen,satiate,使饱足,VERB,B2
doordrenken,saturate,使饱和,VERB,B2
vertoederen,move to pity,打动,VERB,Advanced
verdoven,deafen,震聋,VERB,B2
tweehandig,ambidextrous,双巧手的,ADJ,Advanced
verzwakken,attenuate,减弱,VERB,B2
ontmannen,emasculate,削弱,VERB,Advanced
ophemelen,praise lavishly,过分夸赞,VERB,B2
onttomen,unbridle,放纵,VERB,Advanced
manifesteren,manifest,显现,VERB,B2
doorverkopen,resell,转售,VERB,B1
herladen,recharge,再充电,VERB,A2
heropenen,reopen,重开,VERB,B1
terugzetten,put back to reposition,放回原位,VERB,A2
opperste,supreme,至高无上的,ADJ,B2
overzien,overlook,俯瞰,VERB,B2
afscheiden,exude,散发,VERB,B2
ontmoedigen,dismay,使气馁,VERB,B2
verprutsen,botch,搞砸,VERB,B1
bederven,deprave,使堕落,VERB,B2
onthullen,divulge,泄露,VERB,B2
toegeven,concede,让步,VERB,B2
meer,more pl,更多,ADJ,A1
dwingen,coerce,强迫,VERB,B2
het eten,eating,吃,NOUN,A1
vertrouwd maken,familiarize,使熟悉,VERB,B2
alpien,alpine,高山的,ADJ,B2
nietig verklaren,annul,废除,VERB,B2
alfa,alpha,阿尔法,NOUN,B2
zinspelen,allude,暗指,VERB,B2
bibliothecaris,librarian,图书管理员,NOUN,A2
bagage,baggage,行李,NOUN,A1
gewoonte,usual thing,惯常事物,NOUN,A2
kwakkelen,ail,生病,VERB,B2
vlot,dapper,整洁漂亮的,ADJ,B2
ontkiemen,germinate,发芽,VERB,B2
verwekken,beget,招致,VERB,B2
voorspellen,forebode,预示,VERB,B2
opfrissen,freshen,使清新,VERB,B1
toevertrouwen,consign,交付,VERB,B2
nalaten,bequeath,遗赠,VERB,B2
verstrikken,ensnare,诱捕,VERB,B2
verzwakken,enervate,使衰弱,VERB,Advanced
tarief,fare,票价,NOUN,B1
wegwerp-,disposable,一次性的,ADJ,B1
eenzijdig,unilateral,单方面的,ADJ,B2
voor,furrow,犁沟,NOUN,B2
internet,internet,互联网,NOUN,A1
reanimatie,resuscitation,复苏,NOUN,B2
losbandig,promiscuous,乱交的,ADJ,B2
vernietiging,quashing,撤销,NOUN,Advanced
stress,stress,压力,NOUN,A2
herleving,revival,复兴,NOUN,B2
bij wijze van spreken,so to speak,可以这么说,ADV,B2
uitstel,reprieve,缓刑,NOUN,B2
toeschrijving,attribution,归因,NOUN,Advanced
volharding,persistence,坚持,NOUN,B2
vasthoudendheid,tenacity,坚韧,NOUN,Advanced
meedogenloosheid,relentlessness,无情,NOUN,Advanced
tornado,tornado,龙卷风,NOUN,B1
belastingvrijstelling,tax exemption,免税,NOUN,B2
braspartij,binge,狂欢暴饮,NOUN,Advanced
kroonlijst,cornice,檐口,NOUN,Advanced
slinger,garland,花环,NOUN,B1
elektronica,electronics,电子学,NOUN,B1
toegankelijkheid,accessibility,可及性,NOUN,B2
productivistisch,productivist,生产主义的,ADJ,Advanced
belediging,affront,侮辱,NOUN,B2
onbruik,disuse,废弃不用,NOUN,Advanced
beknoptheid,conciseness,简明,NOUN,Advanced
elementair,elementary,基本的,ADJ,B2
opbellen,call ring,打电话,VERB,A1
gezelligheidsminnend,gregarious,合群的,ADJ,Advanced
jurisprudentie,case law,判例法,NOUN,Advanced
potentieel,potentially,潜在地,ADV,B2
bloeien,prosper,繁荣,VERB,B2
proactief,proactive,积极主动的,ADJ,B2
herwinnen,regain,重新获得,VERB,B2
uitroeien,extirpate,根除,VERB,Advanced
herbeginnen,start again,重新开始,VERB,B1
trotseren,flout,蔑视,VERB,Advanced
terugkopen,buy back,买回,VERB,B2
tot slaaf maken,enslave,奴役,VERB,B2
hervatting,resumption,恢复,NOUN,B2
socialist,socialist,社会主义者,NOUN,B1
plegen,use to usually,通常,VERB,B2
inbreken,break into,破门而入,VERB,B1
royalty,royalty,版税,NOUN,B2
identiteitsbewijs,id,身份证明,NOUN,B1
allen,all everyone,所有人,PRON,A2
viraal,viral,病毒式的,ADJ,B1
berouw,contrition,悔悟,NOUN,Advanced
splitsing,split,分裂,NOUN,B2
proliferatie,proliferation,扩散,NOUN,Advanced
aangetrokken worden,gravitate,受吸引,VERB,Advanced
afscheiding,split secession,分裂脱离,NOUN,B2
knuffelen,cuddle,拥抱,VERB,A2
verstikking,asphyxia,窒息,NOUN,Advanced
beweren,allege,声称,VERB,B2
trillen,quiver,发抖,VERB,B2
hoogte,altitude,海拔,NOUN,B1
verachting,scorn,轻蔑,NOUN,B2
inlossen,redeem,赎回,VERB,B2
capituleren,capitulate,投降,VERB,Advanced
aanvoeren,adduce,引证,VERB,Advanced
autocratisch,autocratic,专制的,ADJ,Advanced
fenomenaal,phenomenal,惊人的,ADJ,B2
catachrese,catachresis,滥用隐喻,NOUN,Advanced
aanleg,aptitude,天赋才能,NOUN,B2
smachten,yearn,渴望,VERB,Advanced
in de rij staan,queue,排队,VERB,A2
vervolgen,persecute,迫害,VERB,B2
erkennen,acknowledge,承认,VERB,B2
zich conformeren,conform,顺从,VERB,B2
onthouding,abstinence,节制禁欲,NOUN,B2
afwachten,bide,等待,VERB,B2
afbreuk doen,detract,减损,VERB,B2
uitzoeken,pick out,挑选,VERB,A2
afwijken,deviate,偏离,VERB,B2
uitbreken,break out,爆发,VERB,B1
uitbraak,outbreak,爆发,NOUN,B2
schisma,schism,分裂,NOUN,Advanced
breuk,breakup,破裂,NOUN,B2
opschudding,upheaval,剧变动荡,NOUN,B2
vibreren,vibrate,振动,VERB,B2
lijken,appear to seem,似乎,VERB,A2
plutocratie,plutocracy,财阀政治,NOUN,Advanced
acrobaat,acrobat,杂技演员,NOUN,B1
abject,abject,卑劣的,ADJ,Advanced
valluik,trapdoor,活板门,NOUN,B2
weelderig,opulent,奢华的,ADJ,B2
ijzig,frigid,寒冷的,ADJ,Advanced
flegmatiek,phlegmatic,冷淡的,ADJ,Advanced
versleten,worn,磨损的,ADJ,B1
volwassen,grown,成年的,ADJ,B1
vereren,venerate,崇敬,VERB,Advanced
beknibbelen,stint,节省,VERB,Advanced
gierig,miserly,吝啬的,ADJ,B2
alternatief,alternatively,或者,ADV,B2
verdrijven,dispel,驱散,VERB,B2
waarheid als een koe,truism,自明之理,NOUN,Advanced
behendigheid,dexterity,灵巧,NOUN,Advanced
vrijspreken,absolve,赦免,VERB,B2
vrijpleiten,exculpate,开脱,VERB,Advanced
afkoelen,chill,冷却,VERB,B1
generale repetitie,sample rehearsal,彩排,NOUN,B2
aangetekende zending,registered mail,挂号信,NOUN,B1
afschuwelijk,hideous,丑恶的,ADJ,B2
ophoesten,expectorate,咳出,VERB,Advanced
koopwaar,merchandise,商品,NOUN,B2
weg,away gone,离开走了,ADV,A1
verwaarlozen,dishevel,弄乱,VERB,Advanced
postuum,posthumous,死后的,ADJ,Advanced
daarna,thereafter,此后,ADV,A2
hierblijven,stay here,留在这里,VERB,A2
culmineren,culminate,达到顶点,VERB,Advanced
afstompen,make stupid,使变钝,VERB,Advanced
onverstoorbaar,stolid,冷漠坚决的,ADJ,Advanced
maar veeleer,but rather,而是,CCONJ,B2
balsem,balm,香脂,NOUN,B2
afvlakken,make bland,使平淡,VERB,Advanced
opgetogenheid,elation,兴高采烈,NOUN,Advanced
vrijstaand huis,detached house,独栋房屋,NOUN,B1
boogschutter,sagittarius,射手座,NOUN,B1
knop,bud,芽,NOUN,B1
afstandelijkheid,aloofness,冷漠疏远,NOUN,Advanced
Bulgaars,bulgarian,保加利亚的,ADJ,B1
hagelgeweer,shotgun,霰弹枪,NOUN,B2
burgerlijk,bourgeois,资产阶级的,ADJ,B2
bulldog,bulldog,斗牛犬,NOUN,B1
boheems,bohemian,波西米亚的,ADJ,B2
beleefd,politely,礼貌地,ADV,A2
oprecht,sincerely,真诚地,ADV,B1
summier,summarily,简要地,ADV,B2
minachtend,disdainfully,轻蔑地,ADV,B2
behalve,except for,除了,ADP,A2
onafhankelijk,independently,独立地,ADV,B1
gezamenlijk,jointly,共同地,ADV,B2
heldhaftig,heroically,英勇地,ADV,B2
onderdanig,obsequiously,谄媚地,ADV,Advanced
prachtig,beautifully,优美地,ADV,B1
vrijuit,freely,自由地,ADV,B1
slaafs,servilely,奴性地,ADV,Advanced
willekeurig,indiscriminately,不加区分地,ADV,B2
nauwgezet,meticulously,一丝不苟地,ADV,Advanced
fijntjes,delicately,微妙地,ADV,B2
betreffende,concerning,关于,ADP,B2
onofficieel,unofficially,非官方地,ADV,B2
indirect,indirectly,间接地,ADV,B1
merkbaar,perceptibly,明显地,ADV,B2
streng,severely,严厉地,ADV,B2
eerlijk gezegd,frankly,坦白说,ADV,B1
smakeloos,tasteless,无味的,ADJ,B1
onverbiddelijk,implacably,冷酷地,ADV,Advanced
kristallijn,crystalline,结晶的,ADJ,Advanced
vriendelijk,kindly,亲切地,ADV,A2
zachtjes,gently,温柔地,ADV,B1
aardig,nicely nice,很好地,ADV,A2
minutieus,painstakingly,煞费苦心地,ADV,Advanced
hartelijk,cordially,衷心地,ADV,B1
metselwerk,masonry,砖石结构,NOUN,B2
rustig,calmly,平静地,ADV,A2
klokkenspel,bianzhong,编钟,NOUN,Advanced
byzantijns,byzantine,拜占庭式的,ADJ,Advanced
disciplinair,disciplinary,纪律的,ADJ,B2
historicisme,historicism,历史主义,NOUN,Advanced
versiersel,adornment,装饰,NOUN,B2
codificatie,codification,法典编纂,NOUN,Advanced
deportatie,deportation,驱逐出境,NOUN,B2
tijdverdrijf,pastime,消遣,NOUN,B2
plastic,plastic,塑料的,ADJ,A2
certificering,certification,认证,NOUN,B2
verfilming,filming,拍摄,NOUN,B2
verdubbeling,doubling,加倍,NOUN,B2
vrijwilligerswerk,volunteering,志愿服务,NOUN,B1
gelofte,pledge,誓言,NOUN,B2
wispelturigheid,fickleness,善变,NOUN,Advanced
uitgezonden,televised,电视播出的,ADJ,B2
acteren,acting,演戏,NOUN,B1
tennis,tennis,网球,NOUN,A1
badminton,badminton,羽毛球,NOUN,A2
socialisatie,socialization,社会化,NOUN,B2
schoonmaak,cleaning,清洁,NOUN,A2
regelgevend,regulatory,监管的,ADJ,B2
onsamenhangendheid,incoherence,不连贯,NOUN,Advanced
autisme,autism,自闭症,NOUN,B2
bewustwording,awareness raising,提高意识,NOUN,B2
verbroederen,fraternize,亲善结交,VERB,Advanced
aantasten,corrode,腐蚀,VERB,B2
eroderen,erode,侵蚀,VERB,B2
mediteren,meditate,冥想,VERB,B1
gepeins,brooding,沉思冥想,NOUN,Advanced
bezinning,contemplation,沉思反省,NOUN,B2
vergoddelijkend,apotheotic,神化的,ADJ,Advanced
specerij,spice,香料,NOUN,B1
historisch gezien,historically,从历史上看,ADV,B2
onbeduidend,trifling,微不足道的,ADJ,B2
treuzelen,dawdle,磨蹭,VERB,B2
dralen,linger,逗留拖延,VERB,Advanced
vertraging,slowdown,放缓减速,NOUN,B2
contrast,contrast,对比,NOUN,B1
discrepantie,discrepancy,差异不符,NOUN,Advanced
grootspraak,braggadocio,吹嘘自夸,NOUN,Advanced
paraderen,swagger,大摇大摆,VERB,Advanced
herleiden,retrace,追溯,VERB,B2
remming,inhibition,抑制阻碍,NOUN,B2
afsnauwen,snub,冷落斥责,VERB,Advanced
verstenen,fossilize,僵化变成化石,VERB,Advanced
optimalisatie,optimization,优化,NOUN,B2
vervulling,fulfillment,实现满足,NOUN,B2
psychoanalyse,psychoanalysis,精神分析,NOUN,Advanced
afstuderen,graduation,毕业,NOUN,B1
beschikken,dispose,处置安排,VERB,B2
schuldvermindering,deleveraging,去杠杆,NOUN,Advanced
rondkomen,get by,勉强度日,VERB,B1
tussenbeide komen,step in,介入干预,VERB,B2
heiligschennis,sacrilege,亵渎圣物,NOUN,Advanced
slaafsheid,obsequiousness,谄媚奉承,NOUN,Advanced
proeven,savor,品味享受,VERB,B2
voorzitten,preside,主持,VERB,B2
terughoudendheid,reluctance,勉强不情愿,NOUN,B2
recreatie,recreation,娱乐消遣,NOUN,B1
baasjesgedrag,bossism,老板作风,NOUN,Advanced
ausculteren,auscultate,听诊,VERB,Advanced
kissebissen,bicker,争吵斗嘴,VERB,Advanced
taxonomie,taxonomy,分类学,NOUN,Advanced
typologie,typology,类型学,NOUN,Advanced
beeldend,pictorial,图画的,ADJ,B2
afnemen,wane,衰退减弱,VERB,B2
smeken,supplicate,恳求哀求,VERB,Advanced
ontsmetting,decontamination,去污净化,NOUN,B2
veinzen,feign,假装装作,VERB,Advanced
condoleances,condolences,哀悼吊唁,NOUN,B2
het hoofd bieden,cope,应付应对,VERB,B2
inbreuk maken,encroach,侵犯蚕食,VERB,Advanced
overtreden,transgress,违反逾越,VERB,B2
besluipen,stalk,悄悄跟踪,VERB,B2
bevestiging,corroboration,确证证实,NOUN,Advanced
door de vingers zien,condone,宽恕纵容,VERB,B2
uiteenvallen,disintegrate,瓦解崩溃,VERB,B2
splitsen,bifurcate,分叉分支,VERB,B2
verdelen,share divide,分配分担,VERB,B1
kramp,cramp,抽筋痉挛,NOUN,B1
vroom,pious,虔诚的,ADJ,B2
benaderend,approximate,大约的,ADJ,B2
tirade,tirade,长篇激辩,NOUN,Advanced
traditioneel,traditionally,传统上,ADV,B1
minimalisme,minimalism,极简主义,NOUN,B2
complementariteit,complementarity,互补性,NOUN,Advanced
koude drukte,airs,做作摆架子,NOUN,Advanced
prognose,prognosis,预测预后,NOUN,B2
anafoor,anaphora,首语从复,NOUN,Advanced
fonkelen,sparkle,闪耀闪烁,VERB,B2
palliatief,palliative,姑息的,ADJ,Advanced
hint,hint,暗示提示,NOUN,B1
ontwijken,elude,逃避规避,VERB,B2
vleierij,fawning flattery,谄媚奉承,NOUN,Advanced
mascotte,mascot,吉祥物,NOUN,B1
voorlopig,preliminary,初步的,ADJ,B1
financiering,financing funding,融资资金,NOUN,B2
seksisme,sexism,性别歧视,NOUN,B2
analoog,analog,模拟的,ADJ,B2
zich verwaardigen,condescend,屈尊俯就,VERB,Advanced
zich verlagen,deign,屈尊,VERB,Advanced
verzaking,renunciation,放弃脱离,NOUN,Advanced
evenredig,proportional,成比例的,ADJ,B2
oxymoron,oxymoron,矛盾修辞,NOUN,Advanced
voorspellen,augur,预兆预示,VERB,Advanced
herademen,breathe again,松一口气,VERB,Advanced
forensen,commute,通勤,VERB,B2
verzaken aan,renounce to disown,断绝放弃,VERB,Advanced
download,download,下载文件,NOUN,A2
spellen,spell,拼写,VERB,A2
vermetelheid,temerity,鲁莽盲动,NOUN,Advanced
spelling,spelling,拼写方式,NOUN,A2
welgemanierdheid,civility,礼貌客气,NOUN,Advanced
moeten,have to,必须不得不,VERB,A1
kronen,enthrone,立为君主,VERB,Advanced
besparing,saving,储蓄节约,NOUN,B1
tabak,tobacco,烟草,NOUN,B1
tegengif,antidote,解毒剂,NOUN,B2
negentien,nineteen,十九,NUM,A1
tenor,tenor,男高音,NOUN,B2
derde,third,三分之一,NOUN,A2
tertiair,tertiary,第三的,ADJ,B2
standvastigheid,constancy,坚定恒心,NOUN,Advanced
borst,breast,胸脯乳房,NOUN,B1
zoogdier,mammal,哺乳动物,NOUN,B1
octaaf,eight-line stanza,八行诗节,NOUN,Advanced
dichotomie,dichotomy,二分法,NOUN,Advanced
duo,tandem duo,双人组二人,NOUN,B1
tweekamer-,bicameral,两院制的,ADJ,Advanced
algebra,algebra,代数,NOUN,B2
rooster,timetable,时刻表时间表,NOUN,A2
draak,jiaolong,蛟龙,NOUN,Advanced
aantrekkelijkheid,attractiveness,吸引力,NOUN,B2
overtreder,delinquent offender,违规者罪犯,NOUN,B2
kleinmoedig,pusillanimous,胆怯懦弱的,ADJ,Advanced
wenkbrauw,brow,眉毛额头,NOUN,B1
omaatje,granny,奶奶姥姥,NOUN,A2
lasteren,blaspheme,亵渎神明,VERB,Advanced
ontheffen,divest,剥夺卸除,VERB,Advanced
ontbloten,strip bare,剥露赤裸,VERB,Advanced
diskwalificeren,disqualify,取消资格,VERB,B2
gedurfd,audacious,大胆果敢的,ADJ,B2
fractioneren,fraction,分馏分割,VERB,Advanced
grasmaaier,lawnmower,割草机,NOUN,B1
apodictisch,apodictic,确凿无疑的,ADJ,Advanced
krullen,curl,卷曲使卷,VERB,B1
geselen,flog,鞭打鞭答,VERB,Advanced
klaarblijkelijk,manifestly,显而易见地,ADV,B2
verzamelen,glean,拾取收集,VERB,B2
verfraaien,beautify,美化修饰,VERB,B2
fijn,fine pretty,美好的优良的,ADJ,A2
garnaal,shrimp,虾,NOUN,A2
engelenschaar,host of angels,天使群,NOUN,Advanced
edelsteen,gem,宝石,NOUN,B1
goed,good well,好的,ADJ,A1
forensisch,forensic,法医的法庭的,ADJ,B2
strafrechtelijk,penal,刑法的惩罚的,ADJ,B2
karkas,carcass,尸体残骸,NOUN,B2
generationeel,generational,世代的代际的,ADJ,B2
jenever,gin,金酒杜松子酒,NOUN,B1
acuut,acute,急性的尖锐的,ADJ,B2
middenrif,diaphragm,横膈膜,NOUN,B2
politieke partij,political party,政党,NOUN,B1
annalen,annals,编年史年报,NOUN,Advanced
scherpzinnig,incisive,尖锐深刻的,ADJ,Advanced
schril,shrill,尖叫刺耳的,ADJ,B2
afstemmen,align,对齐使一致,VERB,B2
schildwacht,sentinel,哨兵岗哨,NOUN,Advanced
alomtegenwoordig,omnipresent,无所不在的,ADJ,Advanced
bistro,bistro,小酒馆小餐馆,NOUN,B1
opsluiting,confinement,禁闭监禁,NOUN,B2
onverbiddelijk,inexorably,不可阻挡地,ADV,Advanced
aansporen,goad,激励驱使,VERB,Advanced
afzonderen,sequester,扣押隔离,VERB,Advanced
afbakenen,demarcate,划定界限,VERB,B2
neonataal,neonatal,新生儿的,ADJ,Advanced
vers,freshly,刚新鲜地,ADV,B1
weglaten,elide,省略删去,VERB,Advanced
behoedzaam,wary,警惕的谨慎的,ADJ,B2
onterven,disinherit,剥夺继承权,VERB,Advanced
bebossen,afforest,植树造林,VERB,Advanced
letterlijk,literally,字面上地,ADV,B1
treuren,mourn,哀悼悲痛,VERB,B2
inkeping,notch,缺口刻痕,NOUN,B2
lichtgeraakt,touchy,易怒敏感的,ADJ,B2
verbeteren,enhance,增强提高,VERB,B2
proppen,cram,硬塞填满,VERB,B2
zich herpakken,rally,重整集结,VERB,Advanced
overbodigheid,redundancy,多余冗余,NOUN,B2
beperken,confine,限制局限,VERB,B2
versterken,fortify,筑防加固,VERB,B2
piekeren,brood,焦虑沉思,VERB,B2
galvaniseren,galvanize,激励镀锌,VERB,Advanced
behouden,conserve,保护保存,VERB,B2
lus,loop,环圈环形,NOUN,B1
bondgenoot,confederate,同盟者同谋,NOUN,B2
arena,arena,竞技场舞台,NOUN,B1
ijver,zeal,热忱狂热,NOUN,B2
kruistocht,crusade,十字军东征,NOUN,B2
nostalgie,nostalgia,怀旧留恋,NOUN,B2
rangeren,shunt,分流调车,VERB,Advanced
dagelijks leven,everyday life,日常生活,NOUN,A2
krottenwijk,slum,贫民窟,NOUN,B2
afasie,aphasia,失语症,NOUN,Advanced
alibi,alibi,不在场证明,NOUN,B2
wacht,guards,警卫卫队,NOUN,B1
schoof,sheaf,捆束,NOUN,Advanced
verkrijging,obtaining,获取取得,NOUN,B2
zinnelijk,sensual,肉欲的感官的,ADJ,Advanced
wrok,spite,怨恨恶意,NOUN,B2
kwaadwilligheid,malevolence,恶意恶毒,NOUN,Advanced
krijgslist,stratagem,计谋策略,NOUN,Advanced
verlegenheid,shyness,羞怯胆怯,NOUN,B1
slotrede,peroration,结语总结演讲,NOUN,Advanced
bluffen,bluff,虚张声势吹牛,VERB,B1
bedrieglijk,specious,似是而非的,ADJ,Advanced
vogelvrijverklaarde,outlaw,逃犯不法之徒,NOUN,Advanced
eerbiedig,reverent,虔诚恭敬的,ADJ,Advanced
met name,notably,尤其显著地,ADV,B2
zijn,its,它的,PRON,A1
respectievelijk,respective,各自的分别的,ADJ,B2
belastbaar,taxable,应征税的,ADJ,B2
traag,inert,惰性的呆滞的,ADJ,Advanced
lethargisch,lethargic,昏睡迟钝的,ADJ,Advanced
verprutsen,bungle,搞砸弄糟,VERB,B2
verderfelijk,pernicious,有害险恶的,ADJ,Advanced
virulent,virulent,恶毒致命的,ADJ,Advanced
blozen,blush,脸红害羞,VERB,B1
misleiden,dupe,愚弄欺骗,VERB,B2
aandoen,serve a route,经停通达,VERB,B2
verdoven,anesthetize,麻醉使麻木,VERB,B2
kras,scratch,划痕擦伤,NOUN,B1
dementie,dementia madness,失智痴呆,NOUN,B2
onzin verkopen,bullshit,胡说八道,VERB,B2
stadsplattegrond,city map,城市地图,NOUN,A2
toewijzen,allocate,分配指派,VERB,B2
factoring,factoring,保理应收账款,NOUN,Advanced
declameren,declaim,朗诵慷慨陈词,VERB,Advanced
gevaarlijk,perilous,极其危险的,ADJ,B2
decomprimeren,decompress,减压解压,VERB,Advanced
afschrijven,depreciate,贬值折旧,VERB,B2
verlichten,alleviate,减轻缓解,VERB,B2
verdunnen,dilute,稀释冲淡,VERB,B2
onttronen,dethrone,废黜罢免,VERB,Advanced
vereeuwigen,eternalize,使永存不朽,VERB,Advanced
bevrijden,extricate,解救解脱,VERB,Advanced
achtergrond,backdrop,背景舞台幕布,NOUN,B2
verstikken,asphyxiate,使窒息,VERB,B2
doodsangst,mortal fear,致命恐惧,NOUN,B2
ontgoochelen,disenchant,使醒悟使幻灭,VERB,Advanced
tuinslang,hose,软管水管,NOUN,B1
onhandigheid,clumsiness,笨拙笨手笨脚,NOUN,B2
bedrog,deceit,欺骗诡计,NOUN,B2
boekenkast,bookcase,书架书柜,NOUN,A2
schotschrift,philippic,抨击性演说,NOUN,Advanced
zeug,sow,母猪,NOUN,B2
smeekbede,supplication,哀求恳求,NOUN,Advanced
propaganda,propaganda,宣传鼓吹,NOUN,B2
decor,decor,布景装潢,NOUN,B1
politiebureau,precinct,辖区分局,NOUN,B2
eeuwig,perpetual,永恒永久的,ADJ,B2
onveranderlijk,invariably,不变地总是,ADV,B2
uitroken,fumigate,熏蒸消毒,VERB,Advanced
balustrade,balustrade,栏杆扶手,NOUN,B2
Duitse les,german class,德语课,NOUN,A2
rechtsvervolging,pursuit lawsuit,起诉诉讼,NOUN,Advanced
opstuwen,push to grow,推进生长,VERB,Advanced
chequeboek,checkbook,支票簿,NOUN,B2
nuanceren,nuance,微调细化,VERB,B2
subtiel,subtle,微妙精妙的,ADJ,B2
scrupuleus,scrupulous,审慎严谨的,ADJ,Advanced
connoteren,connote,意味着内涵,VERB,Advanced
aanduiden,denote,指示表示,VERB,B2
verwennen,pamper,娇惯纵容,VERB,B1
samensmelten,amalgamate,合并融合,VERB,B2
democratiseren,democratize,使民主化,VERB,B2
smerig,sordid,肮脏卑鄙的,ADJ,B2
kloostergang,cloister,修道院回廊,NOUN,Advanced
vakkennis,know-how,专有技术,NOUN,B2
maliënkolder,chain mail,锁子甲,NOUN,Advanced
steunbeer,buttress,扶壁支撑物,NOUN,Advanced
nauwkeurigheid,accuracy,准确性精确,NOUN,B2
subtielheid,subtlety,精妙微妙,NOUN,B2
cerebraal,cerebral,大脑的理智的,ADJ,Advanced
demografisch,demographic,人口统计的,ADJ,B2
gene,that yonder,那个那边的,DET,B2
neerschieten,slaughter shoot down,射杀屠杀,VERB,B2
repertoire,repertoire,全部曲目剧目,NOUN,B2
het,it neuter,它中性,PRON,A1
kalmeren,calm down,冷静下来,VERB,B1
jargon,jargon,行话专门用语,NOUN,B2
sport,sport,体育运动,NOUN,A1
topman,ceo,首席执行官,NOUN,B2
presidente,president female,女总裁女总统,NOUN,B2
