Spanish_Lemma,English_Lemma,Chinese_Lemma,POS
revelación,revelation,启示,NOUN
reverencia,reverence,尊敬,NOUN
rimbombante,pompous,浮夸的,ADJ
rodear,to surround,包围,VERB
rogar,to beg,恳求,VERB
ráfaga,gust,阵风,NOUN
régimen,regime,政权,NOUN
sagaz,shrewd,精明的,ADJ
sanción,sanction,制裁,NOUN
santuario,sanctuary,圣所,NOUN
saqueo,looting,掠夺,NOUN
sarcástico,sarcastic,讽刺的,ADJ
sastre,tailor,裁缝,NOUN
secar,to dry,弄干,VERB
secuestrar,to kidnap,绑架,VERB
sede,headquarters,总部,NOUN
sedentario,sedentary,久坐的,ADJ
seducir,to seduce,引诱,VERB
segregar,to segregate,隔离,VERB
seguidor,follower,追随者,NOUN
semblante,countenance,面容,NOUN
semilla,seed,种子,NOUN
seno,bosom,胸怀,NOUN
sensato,sensible,明智的,ADJ
sepulcro,tomb,坟墓,NOUN
serpenteante,winding,蜿蜒的,ADJ
señalar,to point out,指出,VERB
siniestro,sinister,险恶的,ADJ
soberano,sovereign,主权的,ADJ
sobornar,to bribe,贿赂,VERB
soborno,bribery,贿赂,NOUN
sobrar,to be left over,剩余,VERB
sofisma,sophism,诡辩,NOUN
soler,to usually do,通常,VERB
solicitar,to request,申请,VERB
sorprender,to surprise,使惊讶,VERB
soslayar,to sidestep,回避,VERB
sospechar,to suspect,怀疑,VERB
subrepticio,surreptitious,秘密的,ADJ
sucumbir,to succumb,屈服,VERB
sugerir,to suggest,建议,VERB
sumar,to add,相加,VERB
suntuoso,sumptuous,豪华的,ADJ
superfluo,superfluous,多余的,ADJ
surgir,to emerge,出现,VERB
suspender,to suspend,暂停,VERB
tapar,to cover,覆盖,VERB
tarifa,fare,费率,NOUN
temblar,to tremble,颤抖,VERB
tenaz,tenacious,顽强的,ADJ
tendencia,tendency,趋势,NOUN
testarudo,stubborn,固执的,ADJ
traducir,to translate,翻译,VERB
traicionar,to betray,背叛,VERB
tranquilizar,to calm down,使平静,VERB
transformar,to transform,改变,VERB
transgresión,transgression,违犯,NOUN
trémulo,trembling,颤抖的,ADJ
turismo,tourism,旅游业,NOUN
turista,tourist,游客,NOUN
tácito,tacit,默示的,ADJ
umbrío,shady,阴凉的,ADJ
usufructo,usufruct,用益权,NOUN
vacilar,to hesitate,犹豫,VERB
valer,to be worth,值得,VERB
vehemente,vehement,激烈的,ADJ
vengarse,to avenge oneself,报复,VERB
venidero,forthcoming,即将到来的,ADJ
verosímil,plausible,似真的,ADJ
veterano,veteran,老兵,NOUN
vicio,vice,恶习,NOUN
vicisitud,vicissitude,变迁,NOUN
vilipendiar,to vilify,诽谤,VERB
virulento,virulent,剧毒的,ADJ
viudo,widower,鳏夫,NOUN
vivienda,housing,住房,NOUN
vorágine,maelstrom,漩涡,NOUN
yacimiento,deposit,矿藏,NOUN
yermo,wasteland,荒地,NOUN
yuxtaponer,juxtapose,并列,VERB
zafio,coarse,粗俗的,ADJ
zozobra,anxiety,焦虑,NOUN
ámbito,sphere,领域,NOUN
ápice,apex,顶点,NOUN
árbitro,referee,裁判,NOUN
árido,arid,干旱的,ADJ
áspero,rough,粗糙的,ADJ
áspid,asp,毒蛇,NOUN
ávido,avid,渴望的,ADJ
émulo,rival,竞争者 / 对手,NOUN
énfasis,emphasis,强调,NOUN
épica,epic,史诗,NOUN
épico,epic,史诗的,ADJ
ético,ethical,伦理的,ADJ
étnico,ethnic,种族的,ADJ
éxodo,exodus,大批离去,NOUN
éxtasis,ecstasy,狂喜,NOUN
ígneo,igneous,火成的,ADJ
ímpetu,impetus,动力,NOUN
ímprobo,arduous,艰巨的,ADJ
índice,index,索引,NOUN
índole,nature,本性,NOUN
ínfimo,lowest,最低的,ADJ
ínfulas,airs,架子,NOUN
íntegro,integral,完整的,ADJ
íntimo,intimate,亲密的,ADJ
abrogar,to repeal,废除,VERB
abstraer,to abstract,抽象,VERB
absolver,to absolve,赦免,VERB
abstenerse,to abstain,弃权,VERB
abrumar,to overwhelm,使不堪重负,VERB
abalanzarse,to lunge,猛扑,VERB
acaudillar,to lead,统率,VERB
acotar,to annotate,标注,VERB
acrisolar,to refine,精炼,VERB
acuciar,to urge,催促,VERB
adolecer,to suffer from,患有,VERB
adscribir,to ascribe,归属,VERB
aducir,to adduce,引证,VERB
advenedizo,upstart,外来的,ADJ
aficionar,to get fond of,使喜爱,VERB
aforar,to gauge,计量,VERB
agriar,to sour,使变酸,VERB
ahondar,to deepen,加深,VERB
ahuyentar,to frighten away,吓跑,VERB
alardear,to boast,炫耀,VERB
alborear,to dawn,破晓,VERB
aletargar,to lethargize,使昏沉,VERB
algarabía,hubbub,喧闹,NOUN
aliar,to ally,结盟,VERB
allanar,to level,夷平,VERB
aludir,to allude,暗指,VERB
alzar,to raise,举起,VERB
amagar,to threaten,虚张声势,VERB
amansar,to tame,驯服,VERB
ambicionar,to covet,渴求,VERB
amortizar,to amortize,摊销,VERB
amplificar,to amplify,放大,VERB
anatematizar,to anathematize,诅咒,VERB
anclar,to anchor,抛锚,VERB
ancilar,ancillary,辅助的,ADJ
angostar,to narrow,使变窄,VERB
anhelar,to yearn,渴望,VERB
aniquilar,to annihilate,消灭,VERB
anteceder,to precede,先于,VERB
antropología,anthropology,人类学,NOUN
anular,to annul,废止,VERB
anexionar,to annex,吞并,VERB
añadir,to add,添加,VERB
apaciguar,to pacify,平息,VERB
apresar,to seize,抓获,VERB
aprisionar,to imprison,监禁,VERB
aptitud,aptitude,资质,NOUN
apuntalar,to prop up,支撑,VERB
apurar,to drain,榨干,VERB
aquejar,to ail,折磨,VERB
archivar,to file,归档,VERB
arengar,to harangue,训话,VERB
argüir,to argue,推断,VERB
armonizar,to harmonize,使和谐,VERB
arreciar,to intensify,加剧,VERB
arremeter,to attack,猛攻,VERB
arrojar,to throw,扔,VERB
asaltar,to assault,袭击,VERB
asediar,to besiege,围攻,VERB
asimilar,to assimilate,同化,VERB
asolar,to ravage,摧毁,VERB
asomar,to emerge,露出,VERB
aspirar,to aspire,渴望,VERB
astillar,to splinter,使裂成碎片,VERB
asir,to grasp,抓住,VERB
atajar,to cut short,截断,VERB
atañer,to concern,涉及,VERB
atesorar,to hoard,囤积,VERB
atinar,to hit,猜中,VERB
atolondrar,to daze,使慌乱,VERB
atormentar,to torment,折磨,VERB
atracar,to moor,停靠,VERB
atravesar,to cross,横穿,VERB
atribuir,to attribute,归因于,VERB
aunar,to unite,联合,VERB
auspiciar,to sponsor,赞助,VERB
avasallar,to subjugate,征服,VERB
avistar,to sight,瞥见,VERB
avizorar,to espy,窥探,VERB
azuzar,to goad,煽动,VERB
balbucear,to stammer,结巴,VERB
bancarrota,bankruptcy,破产,NOUN
banalizar,to trivialize,使平庸,VERB
barrer,to sweep,打扫,VERB
bastar,to suffice,足够,VERB
becario,scholarship holder,奖学金生,NOUN
beligerante,belligerent,交战的,ADJ
berrear,to bleat,哀叫,VERB
bifurcarse,to bifurcate,分叉,VERB
bisoño,inexperienced,生疏的,ADJ
blandir,to wield,挥舞,VERB
blasfemar,to blaspheme,亵渎,VERB
bombardear,to bombard,轰炸,VERB
bordar,to embroider,刺绣,VERB
bostezar,to yawn,打哈欠,VERB
bromear,to joke,开玩笑,VERB
bramar,to roar,咆哮,VERB
brigada,brigade,旅,NOUN
brotar,to sprout,发芽,VERB
bruir,to polish,打磨,VERB
bucear,to dive,潜水,VERB
burocracia,bureaucracy,官僚主义,NOUN
caber,to fit,容纳,VERB
cacarear,to crow,咯咯叫,VERB
caducar,to expire,失效,VERB
caer,to fall,落下,VERB
calcificar,to calcify,钙化,VERB
calibrar,to calibrate,校准,VERB
calmar,to calm,使平静,VERB
camuflar,to camouflage,伪装,VERB
canalizar,to channel,疏导,VERB
cantar,to sing,唱歌,VERB
capitalizar,to capitalize,资本化,VERB
captar,to capture,获取,VERB
cautivar,to captivate,迷住,VERB
cavilar,to ponder,深思,VERB
cebar,to fatten,催肥,VERB
cegar,to blind,使失明,VERB
cepillar,to brush,刷,VERB
cercenar,to amputate,截断,VERB
cernir,to sift,筛,VERB
cesar,to cease,停止,VERB
ceñir,to gird,束紧,VERB
chamuscar,to scorch,烧焦,VERB
chantajear,to blackmail,敲诈,VERB
chapucear,to bungle,拙劣地做,VERB
charlar,to chat,聊天,VERB
chasquear,to click,咔嗒作响,VERB
chocar,to crash,碰撞,VERB
circular,to circulate,流通,VERB
cifrar,to encode,编码,VERB
cimentar,to cement,巩固,VERB
coartar,to restrict,限制,VERB
cobrar,to charge,收费,VERB
cocer,to cook,煮,VERB
coexistir,to coexist,共存,VERB
coincidir,to coincide,一致,VERB
colaborar,to collaborate,合作,VERB
colmar,to fill,充满,VERB
combatir,to fight,战斗,VERB
comercializar,to commercialize,商业化,VERB
compactar,to compact,压实,VERB
compatibilizar,to reconcile,使兼容,VERB
compilar,to compile,编纂,VERB
complementar,to complement,补充,VERB
complacer,to please,取悦,VERB
componer,to compose,组成,VERB
comportar,to entail,意味着,VERB
comprimir,to compress,压缩,VERB
compulsar,to collate,核对,VERB
debatir,to debate,辩论,VERB
debutar,to debut,首次亮相,VERB
decantar,to decant,倾析,VERB
declinar,to decline,谢绝,VERB
decorar,to decorate,装饰,VERB
deforestación,deforestation,森林砍伐,NOUN
delinquir,to offend,犯罪,VERB
depauperar,to impoverish,使贫困,VERB
depilar,to depilate,脱毛,VERB
deplorable,deplorable,可悲的,ADJ
desertificar,to desertify,沙漠化,VERB
desfondar,to deepen,深翻,VERB
deshojar,to strip of leaves,去叶,VERB
despintar,to fade,褪色,VERB
desternillarse,to split one's sides,捧腹大笑,VERB
deambular,to wander,漫步,VERB
debilitar,to weaken,削弱,VERB
deteriorar,to deteriorate,使恶化,VERB
despabilar,to rouse,使清醒,VERB
denostar,to denounce,辱骂,VERB
densificar,to densify,致密化,VERB
desempolvar,to dust off,掸去灰尘,VERB
