Arabic_Lemma,English_Lemma,Chinese_Lemma,POS
نشوء,genesis/emergence,产生/出现,NOUN
مآل,eventual outcome,最终结果/结局,NOUN
منتهى,utmost/extreme end,极限/尽头,NOUN
مبتغى,desired aim,期望的目标,NOUN
مأرب,purpose/design,目的/意图,NOUN
مقصد,aim/destination,目的/目的地,NOUN
بالأحرى,rather/more precisely,更确切地说/宁愿,ADV
لاسيما,especially,特别是,ADV
استطراداً,by way of digression,附带地/顺带一提,ADV
استدراكاً,by way of rectification,作为更正/除外,ADV
تبعا,accordingly/consequently,因此/随之,ADV
عطفا,further to/in reference,根据/参照,ADV
تأسيسا,building upon,基于/以此为基础,ADV
عملا,pursuant to,依照/根据,ADV
اقتداء,following the example of,效法/以...为榜样,NOUN
أسوة,after the example of,效法/以...为榜样,NOUN
قياسا,by analogy with,以此类推/类比,ADV
احترازا,as a precaution,以防万一/作为预防,ADV
استئناسا,for guidance/orientation,供参考/作为指引,ADV
تزامنا,simultaneously with,同时,ADV
توازيا,in parallel with,与此同时/平行地,ADV
آنئذ,at that time,当时/那时,ADV
وقتئذ,at that time,当时/那时,ADV
عندئذ,thereupon,那时/于是,ADV
يومئذ,on that day,在那天,ADV
حينذاك,at that time,当时/那时,ADV
وقتذاك,in those days,在那些日子/当时,ADV
بعدئذ,afterwards,此后/然后,ADV
هنيهة,brief moment,片刻/瞬间,NOUN
برهة,short while,片刻/短时间,NOUN
ردح,long stretch of time,很长一段时间,NOUN
أمد,span/duration,期限/持续时间,NOUN
دهر,eon/age,时代/长久,NOUN
أزل,pre-eternity,无始/永恒之前,NOUN
أبد,eternity,永恒/永远,NOUN
عدم,nothingness/nonexistence,虚无/不存在,NOUN
اختصارا,in short,简而言之,ADV
استنتاجا,by inference,推论地,ADV
افتراضا,hypothetically,假设地,ADV
جدلا,for the sake of argument,姑且不论/为了争论,ADV
تحسبا,in anticipation of,预期地/防备地,ADV
استباقا,preemptively,先发制人地,ADV
ضمنا,implicitly,含蓄地/默示地,ADV
لزاما,necessarily/incumbent,必然地/必须地,ADV
البتة,at all/absolutely,根本/绝对,ADV
بتاتا,absolutely not,绝不/断然,ADV
رتابة,monotony,单调/乏味,NOUN
نمطية,stereotypy/routineness,刻板/老套,NOUN
ناموس,natural law,自然法则,NOUN
سجايا,innate qualities,天性/禀赋,NOUN
خصال,traits/qualities,特质/品德,NOUN
طباع,temperament/dispositions,性情/脾气,NOUN
خلق,character trait/creation,品德/创造,NOUN
دخيلة,inner self,内心/隐秘思想,NOUN
جوارح,limbs/faculties,肢体/器官,NOUN
وجدانية,emotionality/lyricism,情感性/抒情性,NOUN
عاطفية,emotionality,感性/情绪化,NOUN
رومانسي,romantic,浪漫的,ADJ
حالم,dreamy/dreamer,爱做梦的/空想家,ADJ
متيم,lovestruck,痴情的/迷恋的,ADJ
مشبوب,ardent/blazing,炽热的/燃烧的,ADJ
جياش,surging/effusive,汹涌的/激昂的,ADJ
فياض,overflowing/exuberant,洋溢的/充沛的,ADJ
متقد,ablaze/keen,燃烧的/敏锐的,ADJ
متوقد,brilliantly keen,明亮的/敏锐的,ADJ
منطفئ,extinguished/listless,熄灭的/无精打采的,ADJ
مكلوم,wounded,受伤的,ADJ
موجوع,pained,痛苦的,ADJ
مفجوع,bereaved,丧亲的,ADJ
مسلوب,dispossessed,被剥夺的,ADJ
مأخوذ,captivated,着迷的,ADJ
مبهور,dazzled,眼花缭乱的,ADJ
منتش,elated,兴高采烈的,ADJ
جذلان,gleeful,欢喜的,ADJ
طروب,melodious,悦耳的,ADJ
شجي,plaintive,哀怨的,ADJ
موحش,desolate,荒凉的,ADJ
مهيب,awe-inspiring,令人敬畏的,ADJ
جليل,venerable,德高望重的,ADJ
وقور,dignified,庄严的,ADJ
حليم,forbearing,宽容的,ADJ
جواد,generous,慷慨的,ADJ
مضياف,hospitable,好客的,ADJ
مقتر,tightfisted,小气的,ADJ
إضمار,implication,暗示,NOUN
ترجيع,refrain,副歌,NOUN
تصريع,internal rhyme,内韵,NOUN
تخميس,quintain,五联诗,NOUN
نظم,versification,作诗,NOUN
ناظم,poet,诗人,NOUN
أرجوزة,rajaz poem,拉贾兹诗,NOUN
قريض,classical poetry,古典诗歌,NOUN
فحولة,poetic mastery,诗歌造诣,NOUN
صعلكة,vagabond-poet life,流浪诗人的生活,NOUN
صعلوك,brigand poet,强盗诗人,NOUN
نقائض,flyting poems,讽刺对诗,NOUN
مطارحة,exchange of verses,对诗,NOUN
سرقات,literary thefts,剽窃,NOUN
توارد,coincidence of ideas,意念巧合,NOUN
تقويض,demolition,拆除,NOUN
ثقافوية,culturalism,文化主义,NOUN
شكلانية,formalism,形式主义,NOUN
شكلاني,formalist,形式主义者,ADJ
نسقية,systematic,系统性的,ADJ
أركيولوجيا,archaeology,考古学,NOUN
جينالوجيا,genealogy,系谱学,NOUN
تزامنية,synchrony,共时性,NOUN
تعاقبية,diachrony,历时性,NOUN
دال,signifier,能指,NOUN
مدلول,signified,所指,NOUN
اعتباطية,arbitrariness,任意性,NOUN
تعدية,transitivity,及物性,NOUN
تلفظ,enunciation,表述,NOUN
ملفوظ,utterance,话语,NOUN
حجاجية,argumentativeness,论证性,NOUN
تلميح,allusion,暗示,NOUN
مواضعة,convention,约定,NOUN
اصطلاحية,conventionality,约定俗成,NOUN
مكنز,thesaurus,词库,NOUN
كشاف,index,索引,NOUN
مصاحبة,co-occurrence,共现,NOUN
دوزنة,tuning,调音,NOUN
وصلة,suite,组曲,NOUN
زغرودة,ululation,欢呼声,NOUN
همهمة,murmuring,低语,NOUN
عزيف,whistling,呼啸声,NOUN
سنطير,santur,扬琴,NOUN
لوطار,lotar,洛塔尔琴,NOUN
ناقوس,bell,钟,NOUN
نفير,trumpet,号角,NOUN
ألوانية,chromaticity,色度,NOUN
ضوئية,luminosity,发光度,NOUN
عتامة,opacity,不透明度,NOUN
لطخة,blot,污渍,NOUN
لمسة,touch,触碰,NOUN
تخطيطية,sketchiness,简略性,NOUN
كروكي,sketch,草图,NOUN
طبيعانية,naturalism,自然主义,NOUN
نحاسيات,brassware,黄铜制品,NOUN
جلديات,leather goods,皮革制品,NOUN
تمايز,differentiation,分化,NOUN
ترييف,ruralization,农村化,NOUN
تمدين,urbanization,城市化,NOUN
انقسامية,sectarianism,宗派主义,NOUN
عزوبة,celibacy,独身,NOUN
ترمل,widowhood,丧偶,NOUN
تعدد,multiplicity,多重性,NOUN
ختان,circumcision,割礼,NOUN
طفولية,infantilism,幼稚,NOUN
ذكورة,masculinity,男子气概,NOUN
أنوثة,femininity,女性特质,NOUN
مخيال,imaginary,想象界,NOUN
مخيلة,imagination,想象力,NOUN
متخيل,imagined,想象的,ADJ
نفساني,psychologist,心理学家,NOUN
سيكولوجيا,psychology,心理学,NOUN
انسحاق,contrition,悔悟,NOUN
تصاغر,self-diminishment,自我贬低,NOUN
تضاؤل,dwindling,减少,NOUN
تعاظم,magnification,增大,NOUN
انسلاخ,detachment,脱离,NOUN
انخلاع,dislocation,脱位,NOUN
انسياق,being swept along,随波逐流,NOUN
قطيعية,herd mentality,从众心理,NOUN
امتثالية,conformism,顺从性,NOUN
تدين,religiosity,笃信宗教,NOUN
تعبد,devotional worship,虔诚礼拜,NOUN
ربانية,godliness,虔诚,NOUN
حلولية,pantheism,泛神论,NOUN
تجلي,manifestation,显现,NOUN
فيض,emanation,流溢,NOUN
أبدال,substitutes,替代者,NOUN
أولياء,saints,圣徒,NOUN
أذكار,invocations,记念,NOUN
جوهرية,essentiality,本质性,NOUN
صفاتية,attributists,属性派,NOUN
مجدد,renewer,复兴者,NOUN
إحيائية,revivalism,复兴主义,NOUN
صحوة,awakening,觉醒,NOUN
زوايا,lodges,道堂,NOUN
مواسم,festivals,节庆,NOUN
سلالات,lineages,世系,NOUN
حواضر,metropolises,大都市,NOUN
أمصار,garrison towns,驻防城,NOUN
ثغور,frontiers,边境要塞,NOUN
مضارب,encampments,营地,NOUN
تجوال,roaming,漫游,NOUN
ارتحال,journeying,迁徙,NOUN
توغل,incursion,深入,NOUN
غارة,raid,突袭,NOUN
مواثيق,pacts,盟约,NOUN
نسابة,genealogist,谱系学家,NOUN
رحالة,traveler,旅行家,NOUN
معمار,architecture,建筑,NOUN
مقرنصات,muqarnas,钟乳石拱,NOUN
صهريج,cistern,蓄水池,NOUN
فسقية,basin,水池,NOUN
كرها,reluctantly,勉强地,ADV
عنوة,forcibly,强行地,ADV
اعتباطا,arbitrarily,随意地,ADV
عبثا,in vain,徒劳地,ADV
سدى,in vain,徒然,ADV
هباء,dust,尘埃,NOUN
رأسا,directly,直接地,ADV
تَوًّا,just now,刚刚,ADV
آنِيًّا,instantaneously,瞬间地,ADV
آجِلًا,later,稍后,ADV
عاجِلًا,promptly,迅速地,ADV
دَوالَيْك,and so forth,依此类推,ADV
تَتْرَى,in continuous succession,接连不断地,ADV
قاطِبَة,all together,全体地,ADV
جَمّاء,in its entirety,完整地,ADV
حَصْرًا,exclusively,专门地,ADV
خُصوصًا,expressly,特意地,ADV
خُفْيَة,secretly,秘密地,ADV
عِيانًا,before one's eyes,亲眼地,ADV
سَماعًا,by hearsay,道听途说地,ADV
باطِنِيًّا,inwardly,内在地,ADV
غَداة,the morning after,次日早晨,NOUN
ضُحًى,mid-morning,上午,NOUN
هَزيع,watch of the night,夜间时段,NOUN
أُمْسِيَّة,evening gathering,晚间聚会,NOUN
صَبيحة,the morning of,次日早晨,NOUN
نير,yoke,轭,NOUN
رِبْقَة,bond,束缚,NOUN
غُلّ,shackle,镣铐,NOUN
إسار,captive bond,束缚,NOUN
نَفاسة,preciousness,珍贵,NOUN
فَرَط,excessiveness,过度,NOUN
غَزارة,profusion,丰富,NOUN
ضَآلَة,paltriness,微不足道,NOUN
تَفاهَة,triviality,琐碎,NOUN
غَوْر,depth,深处,NOUN
سَبْر,probing the depths,深入探究,NOUN
تَمْحيص,close scrutiny,仔细审查,NOUN
رَحابة,spaciousness,宽敞,NOUN
فُسْحَة,breathing space,喘息空间,NOUN
رُسوخ,firm entrenchment,根深蒂固,NOUN
تَجاذُب,mutual pulling,相互拉扯,NOUN
ملاسنة,verbal sparring,舌战,NOUN
مشادة,altercation,争执,NOUN
مشاحنة,bitter quarrel,激烈争吵,NOUN
خصومة,feud,宿怨,NOUN
شقاق,discord,不和,NOUN
وئام,harmony,和谐,NOUN
تواد,mutual affection,互爱,NOUN
خلة,intimate friendship,深交,NOUN
صحبة,companionship,陪伴,NOUN
رفقة,company,同伴,NOUN
معية,togetherness,相伴,NOUN
فذ,peerless,独一无二的,ADJ
أوحد,unique,唯一的,ADJ
عصي,intractable,难对付的,ADJ
عويص,abstruse,深奥的,ADJ
مستغلق,impenetrable,晦涩的,ADJ
مبهم,vague,含糊的,ADJ
ملتبس,ambiguous,模棱两可的,ADJ
مستتر,concealed,隐藏的,ADJ
باطن,inner,内部的,ADJ
عسير,arduous,艰难的,ADJ
وجيز,succinct,简明的,ADJ
مسهب,prolix,冗长的,ADJ
منمق,ornate,辞藻华丽的,ADJ
مطروق,trite,老生常谈的,ADJ
مستحدث,newly introduced,新引入的,ADJ
عتيق,ancient,古老的,ADJ
غابر,bygone,过去的,ADJ
تليد,inherited,世袭的,ADJ
طارف,newly acquired,新获得的,ADJ
نحرير,erudite,博学的,ADJ
موسوعي,encyclopedic,渊博的,ADJ
متبحر,deeply learned,学识渊博的,ADJ
مستنير,enlightened,开明的,ADJ
متنور,enlightened,开明的,ADJ
ظلامي,obscurantist,蒙昧主义的,ADJ
مُتَجَبِّر,tyrannically haughty,专横跋扈的,ADJ
بَادِرَة,early sign,先兆,NOUN
إِرْهَاص,precursor,先兆,NOUN
تَبْشِير,harbinger,预兆,NOUN
طَلِيعَة,vanguard,先锋,NOUN
بَاكُورَة,first fruit,初熟果实,NOUN
خَاتِمَة,conclusion,结局,NOUN
مَآل,ultimate outcome,最终结果,NOUN
رَيّعَان,bloom of youth,青春鼎盛期,NOUN
أَوْج,zenith,顶点,NOUN
حَضِيض,nadir,最低点,NOUN
أَوَار,blazing ardor,炽热,NOUN
اعْتِسَاف,arbitrariness,专断,NOUN
جَوْر,injustice,不公,NOUN
حَيْف,inequity,不公,NOUN
إِجْحَاف,unfairness,严重不公,NOUN
تَفَانٍ,selfless devotion,无私奉献,NOUN
تَفَرُّغ,exclusive dedication,专心致志,NOUN
انْكِبَاب,assiduous application,埋头苦干,NOUN
كَدّ,toil,辛劳,NOUN
كَدْح,laborious striving,辛勤劳作,NOUN
سُؤْدُد,prestige,威望,NOUN
مَطْلَع,opening,开端,NOUN
قَصِيدِيَّة,qasida form,卡西达诗体,NOUN
تَغَنٍّ,extolling,歌颂,NOUN
إِلْقَاء,recitation,朗诵,NOUN
إِلْقَائِيَّة,declamatory style,朗诵风格,NOUN
تَنْغِيمِيَّة,intonational quality,语调特征,NOUN
مُنْطَلَق,starting premise,出发点,NOUN
مُرْتَكَز,foundation,基础,NOUN
رِكَازَة,pillar,支柱,NOUN
دِعَامَة,support,支撑,NOUN
مُحَدِّد,determinant,决定因素,NOUN
مُسَوِّغ,justification,正当理由,NOUN
مسلك,path,途径,NOUN
إحكام,precision,严谨,NOUN
انضباطية,discipline,纪律性,NOUN
مظنة,likely source,可能来源,NOUN
دورية,periodical,期刊,NOUN
كراسة,notebook,笔记本,NOUN
كراس,exercise book,练习本,NOUN
رقعة,patch,补丁,NOUN
محبرة,inkwell,墨水瓶,NOUN
مداد,ink,墨水,NOUN
يراع,reed pen,芦苇笔,NOUN
ناسخ,copyist,抄写员,NOUN
محفوظات,archives,档案,NOUN
تسميع,recitation,背诵,NOUN
حافظ,memorizer,背诵者,NOUN
ملكة,faculty,天赋,NOUN
ارتقاء,ascent,上升,NOUN
مرحلية,phased nature,阶段性,NOUN
آنية,immediacy,即时性,NOUN
راهنية,contemporaneity,现实性,NOUN
استمرارية,continuity,连续性,NOUN
تواصلية,communicativeness,交际性,NOUN
تخاطب,discourse,话语,NOUN
مخاطبة,address,致辞,NOUN
محاورة,dialogue,对话,NOUN
مجادلة,argument,争论,NOUN
سجالية,polemical,论战的,ADJ
قولة,saying,名言,NOUN
مقولات,sayings,名言,NOUN
أقاويل,hearsay,流言,NOUN
جلبة,clamor,喧闹,NOUN
صخب,uproar,喧嚣,NOUN
هرج,commotion,骚动,NOUN
جعجعة,clatter,空洞的喧哗,NOUN
طنطنة,bombast,夸夸其谈,NOUN
رنين,ringing,鸣响,NOUN
صدى,echo,回声,NOUN
أصداء,echoes,反响,NOUN
دوي,reverberation,轰鸣,NOUN
أخاذ,captivating,迷人的,ADJ
فتان,enchanting,迷人的,ADJ
آسر,captivating,迷人的,ADJ
خلاب,alluring,迷人的,ADJ
رشيق,graceful,优雅的,ADJ
رشاقة,gracefulness,优雅,NOUN
لدونة,malleability,可塑性,NOUN
طواعية,compliance,顺从,NOUN
عذب,sweet,甜美的,ADJ
شراسة,ferocity,凶猛,NOUN
بأس,might,威力,NOUN
صلافة,insolence,傲慢,NOUN
سفاهة,folly,愚妄,NOUN
بذاءة,obscenity,污言秽语,NOUN
فحش,obscenity,淫秽,NOUN
فجور,debauchery,放荡,NOUN
خلاعة,licentiousness,放荡,NOUN
مجون,libertinism,放荡,NOUN
عربدة,rowdiness,撒酒疯,NOUN
ثمالة,dregs,渣滓,NOUN
إفاقة,recovery,苏醒,NOUN
غشاوة,veil,蒙蔽,NOUN
استبصار,insight,洞察力,NOUN
تثقيف,education,教育,NOUN
تعالم,pedantry,卖弄学问,NOUN
تحذلق,to be pedantic,卖弄学问,VERB
تقعر,affected speech,做作的言辞,NOUN
تشدق,to be grandiloquent,夸夸其谈,VERB
تفاصح,affected eloquence,做作的口才,NOUN
تباهي,to boast,炫耀,VERB
تفاخر,boasting,夸耀,NOUN
مباهاة,ostentation,炫耀,NOUN
تصابي,feigning youthfulness,装嫩,VERB
تغابي,feigning ignorance,装傻,VERB
تناسي,pretending to forget,假装忘记,VERB
سلوان,solace,慰藉,NOUN
عزاء,consolation,安慰,NOUN
قدوة,role model,榜样,NOUN
نبراس,guiding light,指路明灯,NOUN
مشكاة,lamp niche,壁龛,NOUN
قنديل,oil lamp,油灯,NOUN
سراج,lamp,灯,NOUN
غياهب,dark depths,深渊,NOUN
دياجير,deep darkness,漆黑,NOUN
حلكة,pitch darkness,漆黑,NOUN
دجى,darkness of night,夜色,NOUN
غبش,murk of dawn,黎明的昏暗,NOUN
أصيل,late afternoon,傍晚,NOUN
حنبل,woven rug,编织地毯,NOUN
جبصية,carved plasterwork,雕花灰泥,NOUN
تذهيب,gilding,镀金,NOUN
كياس,bath scrubber,澡巾,NOUN
طيابة,bath attendant,浴室服务员,NOUN
تقاسيم,instrumental improvisation,器乐即兴演奏,NOUN
شوار,bridal trousseau,嫁妆,NOUN
اعتكاف,spiritual retreat,静修,NOUN
عشور,tithe,什一税,NOUN
مشعوذ,charlatan,江湖骗子,NOUN
شعوذة,sorcery,巫术,NOUN
تبرك,seeking blessing,寻求赐福,NOUN
كرامات,saintly miracles,圣徒奇迹,NOUN
شيخة,folk singer,民间女歌手,NOUN
